book,prop,gate,hr,n,hits,wilson_low,lift_vs_base,base_hr,train_hr,train_n,oos_hr,oos_n,ticket_clear,oos_ticket_clear
Goblin OVER,hits+runs+rbis,L5=5 + opp_pitch_stingy,0.6654,520,346,0.6237,0.0323,0.6331,0.6712,222,0.6611,298,False,False
Goblin OVER,total_bases,L5=5 + BA>=.275,0.669,432,289,0.6233,0.0744,0.5946,0.6656,305,0.6772,127,False,False
Goblin OVER,hits+runs+rbis,own_pitch_stingy,0.6319,11960,7558,0.6233,-0.0012,0.6331,0.6244,6135,0.6398,5825,False,False
Goblin OVER,pitcherfantasyscore,opp_pitch_leaky,0.676,321,217,0.623,0.0004,0.6756,0.676,321,,0,False,False
Goblin OVER,hits,L5>=4 + L10>=8 + own_pitch_leaky,0.6592,669,441,0.6225,0.0646,0.5946,0.6643,286,0.6554,383,False,False
Goblin OVER,hitter_ks,L5>=4 + opp_pitch_leaky,0.6435,2017,1298,0.6224,0.0224,0.6211,0.6555,1315,0.6211,702,False,False
Goblin OVER,hits,L10>=8,0.6393,3097,1980,0.6223,0.0447,0.5946,0.6294,1376,0.6473,1721,False,False
Goblin OVER,hits,L10>=8 + line_0.5,0.6393,3097,1980,0.6223,0.0447,0.5946,0.6294,1376,0.6473,1721,False,False
Goblin OVER,total_bases,L5>=4 + L10>=8,0.6467,1500,970,0.6221,0.0521,0.5946,0.6319,633,0.6574,867,False,False
Goblin OVER,hits+runs+rbis,own_pitch_leaky,0.631,11472,7239,0.6221,-0.0021,0.6331,0.6415,6089,0.6192,5383,False,False
Goblin OVER,total_bases,L10>=8 + opp_bats_Strong,0.6493,1209,785,0.622,0.0547,0.5946,0.6302,549,0.6652,660,False,False
Goblin OVER,pitcherfantasyscore,own_bats_Strong,0.6736,337,227,0.6218,-0.002,0.6756,0.6736,337,,0,False,False
Goblin OVER,hits,L5>=4 + opp_bats_Strong,0.64,2692,1723,0.6217,0.0454,0.5946,0.6308,1888,0.6617,804,False,False
Goblin OVER,hitter_ks,L10>=8 + opp_pitch_leaky + cover>=1,0.664,494,328,0.6212,0.0429,0.6211,0.6992,133,0.651,361,False,False
Goblin OVER,total_bases,L10>=8 + own_bats_Strong + season_cush>=1,0.66,600,396,0.6212,0.0654,0.5946,0.6537,205,0.6633,395,False,False
Goblin OVER,hits,L10>=8 + own_pitch_stingy,0.6467,1387,897,0.6212,0.0521,0.5946,0.6437,623,0.6492,764,False,False
Goblin OVER,total_bases,L10>=8 + opp_pitch_leaky + cover>=1,0.6608,572,378,0.6211,0.0662,0.5946,0.6387,191,0.6719,381,False,False
Goblin OVER,hits,L5>=4 + opp_pitch_leaky,0.6391,2793,1785,0.6211,0.0445,0.5946,0.6398,1949,0.6374,844,False,False
Goblin OVER,total_bases,L10>=8 + own_pitch_stingy + season_cush>=1,0.6628,513,340,0.6208,0.0682,0.5946,0.6549,142,0.6658,371,False,False
Goblin OVER,hits,L10>=8 + own_bats_Strong + cover>=1,0.6612,549,363,0.6206,0.0666,0.5946,0.6835,158,0.6522,391,False,False
Goblin OVER,total_bases,L10>=8 + own_pitch_leaky + season_cush>=1,0.6602,568,375,0.6203,0.0656,0.5946,0.6432,185,0.6684,383,False,False
Goblin OVER,total_bases,L5>=4 + opp_bats_Strong,0.6387,2660,1699,0.6203,0.0441,0.5946,0.6262,1870,0.6684,790,False,False
Goblin OVER,total_bases,L5>=4 + opp_pitch_leaky,0.6377,2777,1771,0.6197,0.0431,0.5946,0.6343,1944,0.6459,833,False,False
Goblin OVER,total_bases,L10>=8 + opp_pitch_leaky,0.646,1260,814,0.6192,0.0514,0.5946,0.6472,564,0.6451,696,False,False
Goblin OVER,total_bases,L10>=8 + line_0.5,0.6362,3068,1952,0.6191,0.0416,0.5946,0.625,1344,0.645,1724,False,False
Goblin OVER,hits,L10>=8 + opp_pitch_leaky,0.6455,1261,814,0.6187,0.0509,0.5946,0.6473,567,0.6441,694,False,False
Goblin OVER,hits,L5>=4 + own_pitch_stingy,0.6367,2813,1791,0.6187,0.0421,0.5946,0.6334,1994,0.6447,819,False,False
Goblin OVER,total_bases,L10>=8 + cover>=1.5,0.647,1119,724,0.6185,0.0524,0.5946,0.6282,312,0.6543,807,False,False
Goblin OVER,total_bases,L10>=8,0.6355,3073,1953,0.6184,0.0409,0.5946,0.6239,1348,0.6446,1725,False,False
Goblin OVER,hits,L10>=9 + opp_bats_Strong,0.6696,339,227,0.6179,0.075,0.5946,0.6897,145,0.6546,194,False,False
Goblin OVER,total_bases,L5>=4 + own_pitch_stingy,0.636,2764,1758,0.6179,0.0414,0.5946,0.6298,1969,0.6516,795,False,False
Goblin OVER,total_bases,L5>=4 + cover>=1,0.6361,2668,1697,0.6176,0.0415,0.5946,0.6304,744,0.6383,1924,False,False
Goblin OVER,hits,L10>=8 + opp_pitch_leaky + cover>=1,0.6605,489,323,0.6175,0.0659,0.5946,0.66,150,0.6608,339,False,False
Goblin OVER,hits,L10>=8 + own_pitch_leaky,0.6445,1232,794,0.6173,0.0499,0.5946,0.636,544,0.6512,688,False,False
Goblin OVER,total_bases,L10>=8 + cover>=2,0.6481,949,615,0.6171,0.0535,0.5946,0.6442,267,0.6496,682,False,False
Goblin OVER,total_bases,L5>=4 + L10>=8 + own_pitch_leaky,0.6537,670,438,0.6169,0.0591,0.5946,0.662,287,0.6475,383,False,False
Goblin OVER,total_bases,L10>=8 + own_pitch_stingy,0.6427,1363,876,0.6169,0.0481,0.5946,0.6356,601,0.6483,762,False,False
Goblin OVER,total_bases,L5>=4 + season_cush>=1,0.639,1853,1184,0.6168,0.0444,0.5946,0.6289,547,0.6432,1306,False,False
Goblin OVER,hits+runs+rbis,L5=5 + opp_pitch_stingy + cover>=1,0.6634,413,274,0.6165,0.0303,0.6331,0.6724,116,0.6599,297,False,False
Goblin OVER,hits,L10>=8 + own_bats_Strong,0.6413,1483,951,0.6165,0.0467,0.5946,0.6395,724,0.643,759,False,False
Goblin OVER,hits,L5>=4,0.6282,6664,4186,0.6165,0.0336,0.5946,0.6258,4661,0.6335,2003,False,False
Goblin OVER,total_bases,L5>=4 + cover>=0.5,0.6345,2725,1729,0.6162,0.0399,0.5946,0.6258,759,0.6378,1966,False,False
Goblin OVER,walks_allowed,line_1.5,0.6436,1198,771,0.616,-0.0954,0.739,0.6322,696,0.6594,502,False,False
Goblin OVER,hits,L10>=8 + own_pitch_leaky + cover>=1,0.6564,553,363,0.6159,0.0618,0.5946,0.6461,178,0.6613,375,False,False
Goblin OVER,total_bases,L5=5 + opp_bats_Strong + cover>=1,0.6742,267,180,0.6158,0.0796,0.5946,0.7442,86,0.6409,181,False,False
Goblin OVER,hitter_ks,line_0.5,0.6216,25665,15954,0.6157,0.0005,0.6211,0.6238,15999,0.618,9666,False,False
Goblin OVER,total_bases,L5>=4 + cover>=1.5,0.6356,2239,1423,0.6154,0.041,0.5946,0.6331,616,0.6365,1623,False,False
Goblin OVER,total_bases,L5>=4,0.6272,6574,4123,0.6154,0.0326,0.5946,0.6226,4608,0.6378,1966,False,False
Goblin OVER,hitter_ks,own_bats_Strong,0.625,9757,6098,0.6153,0.0039,0.6211,0.6283,6002,0.6197,3755,False,False
Goblin OVER,total_bases,L5>=4 + cover>=2,0.637,1912,1218,0.6152,0.0424,0.5946,0.6456,522,0.6338,1390,False,False
Goblin OVER,hits,L5>=4 + cover>=1,0.6345,2446,1552,0.6152,0.0399,0.5946,0.6368,658,0.6337,1788,False,False
Goblin OVER,total_bases,L10>=8 + own_bats_Strong + cover>=1,0.6524,653,426,0.6151,0.0578,0.5946,0.635,200,0.66,453,False,False
Goblin OVER,hits,season_HR>70%,0.6484,805,522,0.6148,0.0538,0.5946,0.6508,733,0.625,72,False,False
Goblin OVER,hits,L5=5 + BA>=.275 + opp_pitch_leaky,0.6845,187,128,0.6147,0.0899,0.5946,0.7174,138,0.5918,49,False,False
Goblin OVER,hits,L10>=9 + own_pitch_leaky,0.6657,350,233,0.6147,0.0711,0.5946,0.7297,111,0.636,239,False,False
Goblin OVER,hits,L5>=4 + cover>=0.5,0.6325,2778,1757,0.6144,0.0379,0.5946,0.6297,775,0.6335,2003,False,False
Goblin OVER,total_bases,L10>=8 + own_pitch_leaky,0.6412,1232,790,0.614,0.0466,0.5946,0.6327,539,0.6479,693,False,False
Goblin OVER,total_bases,season_cush>=1,0.6297,3678,2316,0.614,0.0351,0.5946,0.6107,1043,0.6372,2635,False,False
Goblin OVER,hitter_ks,L5=5 + opp_pitch_leaky + cover>=1,0.6731,260,175,0.6139,0.052,0.6211,0.597,67,0.6995,193,False,False
Goblin OVER,total_bases,L10>=9 + opp_bats_Strong,0.6647,337,224,0.6127,0.0701,0.5946,0.6806,144,0.6528,193,False,False
Goblin OVER,total_bases,season_cush>=2,0.6567,466,306,0.6124,0.0621,0.5946,0.6522,161,0.659,305,False,False
Goblin OVER,total_bases,L10>=8 + own_bats_Strong,0.6371,1477,941,0.6123,0.0425,0.5946,0.6331,714,0.6409,763,False,False
Goblin OVER,hits,season_cush>=1,0.6704,267,179,0.612,0.0758,0.5946,0.7424,66,0.6468,201,False,False
Goblin OVER,total_bases,L10>=9 + own_pitch_leaky,0.6629,350,232,0.6118,0.0683,0.5946,0.7273,110,0.6333,240,False,False
Goblin OVER,total_bases,L10>=8 + own_pitch_leaky + cover>=1,0.6501,623,405,0.6118,0.0555,0.5946,0.6364,187,0.656,436,False,False
Goblin OVER,hitter_ks,own_pitch_stingy,0.6213,10136,6297,0.6118,0.0002,0.6211,0.6259,6416,0.6132,3720,False,False
Goblin OVER,hits,L5>=4 + own_bats_Strong,0.6287,2995,1883,0.6113,0.0341,0.5946,0.626,2115,0.6352,880,False,False
Goblin OVER,total_bases,L5=5 + opp_pitch_leaky,0.6477,667,432,0.6107,0.0531,0.5946,0.6539,471,0.6327,196,False,False
Goblin OVER,hits+runs+rbis,K%>=22,0.6191,12698,7861,0.6106,-0.014,0.6331,0.6201,6702,0.6179,5996,False,False
Goblin OVER,hitterfantasyscore,L10>=8 + K%>=22,0.6667,288,192,0.6103,0.0007,0.666,0.6667,288,,0,False,False
Goblin OVER,hits,L5>=4 + own_pitch_leaky,0.6291,2572,1618,0.6102,0.0345,0.5946,0.6269,1745,0.6336,827,False,False
Goblin OVER,total_bases,season_HR>70%,0.6449,749,483,0.6099,0.0503,0.5946,0.6465,679,0.6286,70,False,False
Goblin OVER,total_bases,L5>=4 + own_pitch_leaky,0.6289,2541,1598,0.6099,0.0343,0.5946,0.627,1724,0.6328,817,False,False
Goblin OVER,hitter_ks,L5>=4 + BA>=.275,0.6472,652,422,0.6098,0.0261,0.6211,0.6554,415,0.6329,237,False,False
Goblin OVER,hitter_ks,own_pitch_leaky,0.6193,10188,6309,0.6098,-0.0018,0.6211,0.6173,6238,0.6223,3950,False,False
Goblin OVER,hits,L5=5 + opp_pitch_leaky,0.6464,673,435,0.6095,0.0518,0.5946,0.6576,479,0.6186,194,False,False
Goblin OVER,hits+runs+rbis,opp_pitch_stingy,0.618,10684,6603,0.6088,-0.0151,0.6331,0.6161,5595,0.6202,5089,False,False
Goblin OVER,hitter_ks,L5=5 + BA>=.275,0.6726,223,150,0.6086,0.0515,0.6211,0.6905,168,0.6182,55,False,False
Goblin OVER,total_bases,L5>=4 + own_bats_Strong,0.6258,2945,1843,0.6082,0.0312,0.5946,0.6218,2089,0.6355,856,False,False
Goblin OVER,hitterfantasyscore,L10=10 + opp_pitch_stingy,0.8333,18,15,0.6078,0.1673,0.666,0.8333,18,,0,False,False
Goblin OVER,total_bases,L5=5 + opp_bats_Strong,0.6457,635,410,0.6077,0.0511,0.5946,0.6476,454,0.6409,181,False,False
Goblin OVER,hitterfantasyscore,K%>=28,0.6508,484,315,0.6073,-0.0152,0.666,0.6508,484,,0,False,False
Goblin OVER,total_bases,cover>=2,0.6241,3222,2011,0.6073,0.0295,0.5946,0.6134,864,0.6281,2358,False,False
Goblin OVER,hits,cover>=1,0.6228,3733,2325,0.6072,0.0282,0.5946,0.616,1013,0.6254,2720,False,False
Goblin OVER,hits,L5=5 + opp_bats_Strong + cover>=1,0.6654,269,179,0.6071,0.0708,0.5946,0.7386,88,0.6298,181,False,False
Goblin OVER,hits,L5>=4 + cover>=1.5,0.6376,963,614,0.6067,0.043,0.5946,0.6601,253,0.6296,710,False,False
Goblin OVER,hits+runs+rbis,L10>=8 + K%>=22 + opp_pitch_stingy,0.6424,713,458,0.6065,0.0093,0.6331,0.5992,242,0.6645,471,False,False
Goblin OVER,hitter_ks,opp_bats_Strong,0.6158,10299,6342,0.6064,-0.0053,0.6211,0.6208,6364,0.6076,3935,False,False
Goblin OVER,hits,L10>=8 + season_cush>=1,0.6754,191,129,0.6061,0.0808,0.5946,0.7561,41,0.6533,150,False,False
Goblin OVER,earned_runs,line_1.5,0.6297,1642,1034,0.6061,-0.0805,0.7102,0.6123,570,0.639,1072,False,False
Goblin OVER,hits,L10>=9,0.6376,905,577,0.6057,0.043,0.5946,0.65,380,0.6286,525,False,False
Goblin OVER,hitterfantasyscore,L10>=8 + opp_pitch_leaky,0.6654,257,171,0.6056,-0.0006,0.666,0.6654,257,,0,False,False
Goblin OVER,hitter_ks,L10=10 + cover>=0.5,0.6972,109,76,0.6055,0.0761,0.6211,0.7895,19,0.6778,90,False,False
Goblin OVER,hitter_ks,L10=10 + cover>=1,0.6972,109,76,0.6055,0.0761,0.6211,0.7895,19,0.6778,90,False,False
Goblin OVER,hits,L5=5 + opp_bats_Strong,0.6433,642,413,0.6055,0.0487,0.5946,0.6486,461,0.6298,181,False,False
Goblin OVER,hits,cover>=0.5,0.6187,5238,3241,0.6055,0.0241,0.5946,0.6052,1421,0.6238,3817,False,False
Goblin OVER,total_bases,L5=5 + BA>=.275 + opp_pitch_leaky,0.6758,182,123,0.6048,0.0812,0.5946,0.7045,132,0.6,50,False,False
Goblin OVER,total_bases,L5=5 + opp_pitch_leaky + season_cush>=1,0.6682,220,147,0.6035,0.0736,0.5946,0.7313,67,0.6405,153,False,False
Goblin OVER,pitcherfantasyscore,L5>=4,0.6828,145,99,0.6031,0.0072,0.6756,0.6828,145,,0,False,False
Goblin OVER,total_bases,L10>=9,0.6344,900,571,0.6025,0.0398,0.5946,0.6436,376,0.6279,524,False,False
Goblin OVER,hitterfantasyscore,L10>=8 + own_pitch_leaky,0.6682,211,141,0.6022,0.0022,0.666,0.6682,211,,0,False,False
Goblin OVER,total_bases,L5=5,0.6256,1568,981,0.6014,0.031,0.5946,0.6321,1147,0.6081,421,False,False
Goblin OVER,total_bases,cover>=1.5,0.6164,4069,2508,0.6013,0.0218,0.5946,0.6091,1100,0.6191,2969,False,False
Goblin OVER,total_bases,L5=5 + line_0.5,0.6253,1564,978,0.6011,0.0307,0.5946,0.6321,1147,0.6067,417,False,False
Goblin OVER,total_bases,cover>=1,0.6135,5757,3532,0.6009,0.0189,0.5946,0.6069,1529,0.6159,4228,False,False
Goblin OVER,total_bases,L5=5 + opp_bats_Strong + season_cush>=1,0.6683,202,135,0.6008,0.0737,0.5946,0.7581,62,0.6286,140,False,False
Goblin OVER,hitter_ks,opp_pitch_leaky,0.6104,9890,6037,0.6008,-0.0107,0.6211,0.6144,6178,0.6037,3712,False,False
Goblin OVER,hits,L10>=9 + cover>=0.5,0.6463,441,285,0.6005,0.0517,0.5946,0.6724,116,0.6369,325,False,False
Goblin OVER,total_bases,L5=5 + own_bats_Strong,0.6373,670,427,0.6002,0.0427,0.5946,0.6577,485,0.5838,185,False,False
Goblin OVER,hits,cover>=2,0.6414,541,347,0.6001,0.0468,0.5946,0.6818,154,0.6253,387,False,False
Goblin OVER,pitcherfantasyscore,L5=5 + opp_pitch_leaky,0.8095,21,17,0.6,0.1339,0.6756,0.8095,21,,0,False,False
Goblin OVER,hits,L5=5 + own_bats_Strong,0.6366,688,438,0.6,0.042,0.5946,0.6573,499,0.582,189,False,False
Goblin OVER,hits,L5=5,0.624,1601,999,0.6,0.0294,0.5946,0.6329,1174,0.5995,427,False,False
Goblin OVER,hits,L5=5 + line_0.5,0.624,1601,999,0.6,0.0294,0.5946,0.6329,1174,0.5995,427,False,False
Goblin OVER,hits,L10>=8 + opp_pitch_stingy + cover>=1,0.6462,424,274,0.5996,0.0516,0.5946,0.6466,116,0.6461,308,False,False
Goblin OVER,pitcherfantasyscore,opp_bats_Strong,0.6531,320,209,0.5994,-0.0225,0.6756,0.6531,320,,0,False,False
Goblin OVER,total_bases,L10>=8 + opp_pitch_stingy + season_cush>=1,0.6452,434,280,0.5991,0.0506,0.5946,0.614,114,0.6562,320,False,False
Goblin OVER,hits,cover>=1.5,0.6273,1159,727,0.599,0.0327,0.5946,0.6308,325,0.6259,834,False,False
Goblin OVER,hits,L5=5 + BA>=.300,0.6916,107,74,0.5987,0.097,0.5946,0.7215,79,0.6071,28,False,False
Goblin OVER,hits,L5>=4 + season_cush>=1,0.6684,190,127,0.5987,0.0738,0.5946,0.7436,39,0.649,151,False,False
Goblin OVER,total_bases,L5>=4 + K%>=22,0.617,2783,1717,0.5987,0.0224,0.5946,0.6114,2043,0.6324,740,False,False
Goblin OVER,hitter_ks,BA>=.275,0.6149,3386,2082,0.5984,-0.0062,0.6211,0.618,2047,0.6102,1339,False,False
Goblin OVER,hits,L10>=9 + own_bats_Strong,0.6469,388,251,0.5981,0.0523,0.5946,0.6859,156,0.6207,232,False,False
Goblin OVER,hits,L5>=4 + cover>=2,0.6411,496,318,0.598,0.0465,0.5946,0.6853,143,0.6232,353,False,False
Goblin OVER,hits,own_bats_Strong,0.6062,13232,8021,0.5978,0.0116,0.5946,0.6103,8891,0.5978,4341,False,False
Goblin OVER,total_bases,L5>=4 + opp_pitch_stingy,0.6175,2353,1453,0.5977,0.0229,0.5946,0.6122,1640,0.6297,713,False,False
Goblin OVER,hits,L10>=9 + cover>=1,0.6452,403,260,0.5973,0.0506,0.5946,0.69,100,0.6304,303,False,False
Goblin OVER,hits,L5>=4 + opp_pitch_stingy,0.617,2394,1477,0.5973,0.0224,0.5946,0.6118,1664,0.6288,730,False,False
Goblin OVER,hits,L5>=4 + K%>=22,0.6153,2818,1734,0.5972,0.0207,0.5946,0.6112,2068,0.6267,750,False,False
Goblin OVER,total_bases,L5>=4 + season_cush>=2,0.6523,302,197,0.597,0.0577,0.5946,0.6538,104,0.6515,198,False,False
Goblin OVER,total_bases,own_bats_Strong,0.6053,13162,7967,0.5969,0.0107,0.5946,0.6079,8849,0.6,4313,False,False
Goblin OVER,hits,L10>=8 + opp_pitch_stingy,0.6255,1100,688,0.5965,0.0309,0.5946,0.5988,486,0.6466,614,False,False
Goblin OVER,hits+runs+rbis,L5>=4 + K%>=28,0.6361,588,374,0.5964,0.003,0.6331,0.5778,270,0.6855,318,False,False
Goblin OVER,hits,L10>=8 + cover>=1.5,0.6414,449,288,0.596,0.0468,0.5946,0.65,100,0.639,349,False,False
Goblin OVER,total_bases,L5=5 + own_pitch_stingy,0.6319,709,448,0.5958,0.0373,0.5946,0.6328,531,0.6292,178,False,False
Goblin OVER,hits,opp_pitch_leaky,0.6041,13344,8061,0.5958,0.0095,0.5946,0.6048,8940,0.6026,4404,False,False
Goblin OVER,hitterfantasyscore,opp_pitch_stingy,0.6228,1230,766,0.5953,-0.0432,0.666,0.6228,1230,,0,False,False
Goblin OVER,total_bases,opp_pitch_leaky,0.6035,13376,8073,0.5952,0.0089,0.5946,0.6039,8949,0.6029,4427,False,False
Goblin OVER,total_bases,L10>=9 + cover>=0.5,0.6412,432,277,0.5949,0.0466,0.5946,0.6607,112,0.6344,320,False,False
Goblin OVER,hits+runs+rbis,L10>=8 + K%>=28,0.6397,458,293,0.5948,0.0066,0.6331,0.5824,170,0.6736,288,False,False
Goblin OVER,hits,L10>=9 + season_cush>=1,0.6893,103,71,0.5945,0.0947,0.5946,0.75,24,0.6709,79,False,False
Goblin OVER,total_bases,L10>=9 + cover>=1,0.6408,426,273,0.5942,0.0462,0.5946,0.6607,112,0.6338,314,False,False
Goblin OVER,total_bases,L10>=9 + season_cush>=1,0.6425,386,248,0.5935,0.0479,0.5946,0.6604,106,0.6357,280,False,False
Goblin OVER,total_bases,cover>=0.5,0.6052,6556,3968,0.5934,0.0106,0.5946,0.5941,1732,0.6092,4824,False,False
Goblin OVER,total_bases,L10>=8 + opp_pitch_stingy + cover>=1,0.6373,477,304,0.5932,0.0427,0.5946,0.6098,123,0.6469,354,False,False
Goblin OVER,total_bases,L5=5 + BA>=.300,0.6852,108,74,0.5925,0.0906,0.5946,0.7125,80,0.6071,28,False,False
Goblin OVER,total_bases,L5=5 + opp_pitch_leaky + cover>=1,0.6507,272,177,0.5923,0.0561,0.5946,0.6974,76,0.6327,196,False,False
Goblin OVER,total_bases,L10>=9 + own_bats_Strong,0.6408,387,248,0.5919,0.0462,0.5946,0.6753,154,0.618,233,False,False
Goblin OVER,hits,L5=5 + own_pitch_stingy,0.6278,720,452,0.5919,0.0332,0.5946,0.6325,536,0.6141,184,False,False
Goblin OVER,hits,own_pitch_stingy,0.5995,13132,7873,0.5911,0.0049,0.5946,0.5949,8806,0.6089,4326,False,False
Goblin OVER,total_bases,line_0.5,0.5955,31971,19038,0.5901,0.0009,0.5946,0.5944,21477,0.5978,10494,False,False
Goblin OVER,total_bases,own_pitch_stingy,0.5983,12961,7755,0.5899,0.0037,0.5946,0.5926,8679,0.61,4282,False,False
Goblin OVER,pitcherfantasyscore,L10>=8 + opp_pitch_stingy,0.7576,33,25,0.5898,0.082,0.6756,0.7576,33,,0,False,False
Goblin OVER,hits,L10>=9 + season_HR>70%,0.75,36,27,0.5893,0.1554,0.5946,0.7742,31,0.6,5,False,False
Goblin OVER,total_bases,L10>=9 + season_HR>70%,0.75,36,27,0.5893,0.1554,0.5946,0.7742,31,0.6,5,False,False
Goblin OVER,hits,line_0.5,0.5946,32468,19306,0.5893,0.0,0.5946,0.5941,21862,0.5957,10606,False,False
Goblin OVER,pitcherfantasyscore,opp_pitch_stingy,0.6418,335,215,0.5891,-0.0338,0.6756,0.6418,335,,0,False,False
Goblin OVER,total_bases,L5=5 + cover>=0.5,0.6288,590,371,0.5891,0.0342,0.5946,0.6805,169,0.6081,421,False,False
Goblin OVER,total_bases,L5=5 + cover>=1,0.6288,590,371,0.5891,0.0342,0.5946,0.6805,169,0.6081,421,False,False
Goblin OVER,total_bases,L10=10,0.6822,107,73,0.589,0.0876,0.5946,0.7209,43,0.6562,64,False,False
Goblin OVER,hitterfantasyscore,L10>=8 + K%>=22 + opp_pitch_leaky,0.6746,126,85,0.5887,0.0086,0.666,0.6746,126,,0,False,False
Goblin OVER,hits,opp_bats_Strong,0.5966,12993,7752,0.5882,0.002,0.5946,0.5935,8751,0.603,4242,False,False
Goblin OVER,total_bases,opp_bats_Strong,0.5966,12961,7733,0.5882,0.002,0.5946,0.593,8706,0.604,4255,False,False
Goblin OVER,total_bases,L10>=8 + opp_pitch_stingy,0.6166,1085,669,0.5873,0.022,0.5946,0.5885,469,0.638,616,False,False
Goblin OVER,hits,L10>=8 + K%>=22,0.6148,1176,723,0.5867,0.0202,0.5946,0.5944,535,0.6318,641,False,False
Goblin OVER,hits,L10=10,0.6789,109,74,0.5864,0.0843,0.5946,0.7209,43,0.6515,66,False,False
Goblin OVER,total_bases,L5=5 + K%>=22,0.6214,729,453,0.5856,0.0268,0.5946,0.6208,567,0.6235,162,False,False
Goblin OVER,hits,L10>=9 + opp_pitch_leaky,0.6377,334,213,0.5849,0.0431,0.5946,0.6761,142,0.6094,192,False,False
Goblin OVER,total_bases,own_pitch_leaky,0.5924,12810,7589,0.5839,-0.0022,0.5946,0.5985,8648,0.5798,4162,False,False
Goblin OVER,hits,own_pitch_leaky,0.5923,12901,7641,0.5838,-0.0023,0.5946,0.599,8721,0.5782,4180,False,False
Goblin OVER,total_bases,L10>=9 + opp_pitch_leaky,0.6358,335,213,0.583,0.0412,0.5946,0.669,142,0.6114,193,False,False
Goblin OVER,total_bases,L10>=8 + K%>=22 + opp_pitch_leaky,0.6274,475,298,0.583,0.0328,0.5946,0.5964,223,0.6548,252,False,False
Goblin OVER,hits,L10>=8 + cover>=2,0.6473,224,145,0.5827,0.0527,0.5946,0.6809,47,0.6384,177,False,False
Goblin OVER,hits,L5=5 + cover>=0.5,0.6221,598,372,0.5825,0.0275,0.5946,0.6784,171,0.5995,427,False,False
Goblin OVER,hits,L5=5 + cover>=1,0.6221,598,372,0.5825,0.0275,0.5946,0.6784,171,0.5995,427,False,False
Goblin OVER,hits,L10>=9 + opp_pitch_stingy,0.6353,329,209,0.582,0.0407,0.5946,0.625,144,0.6432,185,False,False
Goblin OVER,hitter_ks,BA>=.275 + opp_pitch_leaky,0.6091,1269,773,0.582,-0.012,0.6211,0.6088,777,0.6098,492,False,False
Goblin OVER,hits,L5=5 + opp_pitch_leaky + cover>=1,0.6407,270,173,0.5819,0.0461,0.5946,0.6974,76,0.6186,194,False,False
Goblin OVER,total_bases,L5=5 + K%>=22 + opp_pitch_leaky,0.6376,298,190,0.5816,0.043,0.5946,0.632,231,0.6567,67,False,False
Goblin OVER,hits,L5=5 + K%>=22,0.6172,734,453,0.5815,0.0226,0.5946,0.62,571,0.6074,163,False,False
Goblin OVER,total_bases,L10>=8 + K%>=22,0.6097,1171,714,0.5815,0.0151,0.5946,0.5882,527,0.6273,644,False,False
Goblin OVER,hitterfantasyscore,L10>=8 + opp_bats_Strong,0.6468,218,141,0.5813,-0.0192,0.666,0.6468,218,,0,False,False
Goblin OVER,hits,L10>=8 + K%>=22 + opp_pitch_leaky,0.6258,473,296,0.5813,0.0312,0.5946,0.5991,222,0.6494,251,False,False
Goblin OVER,pitcherfantasyscore,L5=5 + opp_bats_Strong,0.7826,23,18,0.581,0.107,0.6756,0.7826,23,,0,False,False
Goblin OVER,hits,L5=5 + own_pitch_leaky,0.6214,560,348,0.5806,0.0268,0.5946,0.6442,385,0.5714,175,False,False
Goblin OVER,hitterfantasyscore,L10>=8 + opp_pitch_stingy,0.6465,215,139,0.5805,-0.0195,0.666,0.6465,215,,0,False,False
Goblin OVER,total_bases,L5=5 + cover>=2,0.6224,527,328,0.5803,0.0278,0.5946,0.7,160,0.5886,367,False,False
Goblin OVER,hitter_ks,L10>=8 + BA>=.275,0.6319,345,218,0.5798,0.0108,0.6211,0.6031,131,0.6495,214,False,False
Goblin OVER,total_bases,L10>=9 + cover>=1.5,0.6314,350,221,0.5797,0.0368,0.5946,0.6977,86,0.6098,264,False,False
Goblin OVER,hitter_ks,L10>=8 + own_pitch_leaky + season_cush>=1,0.6731,104,70,0.5782,0.052,0.6211,0.875,8,0.6562,96,False,False
Goblin OVER,hits,L10>=8 + own_pitch_leaky + season_cush>=1,0.6883,77,53,0.578,0.0937,0.5946,0.6667,9,0.6912,68,False,False
Goblin OVER,hits,L10>=9 + own_pitch_stingy,0.6259,401,251,0.5776,0.0313,0.5946,0.6319,182,0.621,219,False,False
Goblin OVER,total_bases,L5=5 + own_pitch_leaky,0.6194,536,332,0.5776,0.0248,0.5946,0.6429,364,0.5698,172,False,False
Goblin OVER,hits,L5=5 + K%>=22 + opp_pitch_leaky,0.6339,295,187,0.5775,0.0393,0.5946,0.632,231,0.6406,64,False,False
Goblin OVER,hitterfantasyscore,L10>=9 + own_pitch_stingy,0.6697,109,73,0.577,0.0037,0.666,0.6697,109,,0,False,False
Goblin OVER,total_bases,L5=5 + cover>=1.5,0.6163,563,347,0.5755,0.0217,0.5946,0.6805,169,0.5888,394,False,False
Goblin OVER,total_bases,L10>=9 + opp_pitch_stingy,0.6288,326,205,0.5752,0.0342,0.5946,0.6197,142,0.6359,184,False,False
Goblin OVER,total_bases,L5=5 + season_cush>=1,0.6208,451,280,0.5752,0.0262,0.5946,0.6695,118,0.6036,333,False,False
