PLAYER_NAME,PLAYER_NORM,team_pp,def_league,season_avg,games,category,prop_norm,team_slate,TEAM,rank_on_team,leader_side,PLAYER_NAME_split,league,def_bucket,n_games,n,n_elite,n_weak,over_rate,avg_delta_all,avg_delta_vs_elite,avg_delta_vs_weak,avg_delta_vs_mid,def_rank_corr,weak_over_rate,elite_over_rate,def_boost,def_boost_hist,overperform_vs_weak,fades_vs_elite,player,player_slate,team,opp_team,prop_norm_slate,line,slate_opp_def_rank,slate_opp_def_tier,line_hit_rate_over_ou_5,stat_last5_avg,player_norm,on_slate,slate_edge_signal
Abdulbasit Hindi,abdulbasit hindi,ABH,ksa.1,0.0,5,assists,assists,ABH,ABH,1,bottom,Abdulbasit Hindi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulbasit Hindi,,,,,,,,,,,True,False
Abdullah Al Fahad,abdullah al fahad,ABH,ksa.1,0.0,5,assists,assists,ABH,ABH,2,bottom,Abdullah Al Fahad,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Al Fahad,,,,,,,,,,,True,False
Basil Yousef Al-Sayyali,basil yousef al-sayyali,ABH,ksa.1,0.0,5,assists,assists,ABH,ABH,3,bottom,Basil Yousef Al-Sayyali,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Basil Yousef Al-Sayyali,,,,,,,,,,,True,False
Abdulbasit Hindi,abdulbasit hindi,ABH,ksa.1,0.0,5,assists,assists,ABH,ABH,1,top,Abdulbasit Hindi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulbasit Hindi,,,,,,,,,,,True,False
Abdullah Al Fahad,abdullah al fahad,ABH,ksa.1,0.0,5,assists,assists,ABH,ABH,2,top,Abdullah Al Fahad,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Al Fahad,,,,,,,,,,,True,False
Basil Yousef Al-Sayyali,basil yousef al-sayyali,ABH,ksa.1,0.0,5,assists,assists,ABH,ABH,3,top,Basil Yousef Al-Sayyali,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Basil Yousef Al-Sayyali,,,,,,,,,,,True,False
Abdulbasit Hindi,abdulbasit hindi,ABH,ksa.1,0.0,5,goals,goals,ABH,ABH,1,bottom,Abdulbasit Hindi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulbasit Hindi,,,,,,,,,,,True,False
Abdullah Al Fahad,abdullah al fahad,ABH,ksa.1,0.0,5,goals,goals,ABH,ABH,2,bottom,Abdullah Al Fahad,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Al Fahad,,,,,,,,,,,True,False
Basil Yousef Al-Sayyali,basil yousef al-sayyali,ABH,ksa.1,0.0,5,goals,goals,ABH,ABH,3,bottom,Basil Yousef Al-Sayyali,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Basil Yousef Al-Sayyali,,,,,,,,,,,True,False
Koshaim Al Karani,koshaim al karani,ABH,ksa.1,0.2,5,goals,goals,ABH,ABH,1,top,Koshaim Al Karani,ksa.1,unknown,2,2,0,0,0.0,-0.29166666666666663,,,,,,,,,False,False,Koshaim Al Karani,,,,,,,,,,,True,False
Michy Batshuayi,michy batshuayi,ABH,ksa.1,0.2,5,goals,goals,ABH,ABH,2,top,Michy Batshuayi,ksa.1,unknown,2,2,0,0,0.0,-0.45,,,,,,,,,False,False,Michy Batshuayi,,,,,,,,,,,True,False
Nabil Fekir,nabil fekir,ABH,ksa.1,0.2,5,goals,goals,ABH,ABH,3,top,Nabil Fekir,ksa.1,unknown,2,2,0,0,0.5,0.5,,,,,,,,,False,False,Nabil Fekir,,,,,,,,,,,True,False
Donovan Léon,donovan leon,ABH,ksa.1,2.0,5,saves,saves,ABH,ABH,1,bottom,Donovan Léon,ksa.1,unknown,2,2,0,0,0.5,0.25,,,,,,,,,False,False,Donovan Léon,,,,,,,,,,,True,False
Donovan Léon,donovan leon,ABH,ksa.1,2.0,5,saves,saves,ABH,ABH,1,top,Donovan Léon,ksa.1,unknown,2,2,0,0,0.5,0.25,,,,,,,,,False,False,Donovan Léon,,,,,,,,,,,True,False
Abdulbasit Hindi,abdulbasit hindi,ABH,ksa.1,0.0,5,shots,shots,ABH,ABH,1,bottom,Abdulbasit Hindi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulbasit Hindi,,,,,,,,,,,True,False
Abdullah Al Fahad,abdullah al fahad,ABH,ksa.1,0.0,5,shots,shots,ABH,ABH,2,bottom,Abdullah Al Fahad,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Al Fahad,,,,,,,,,,,True,False
Basil Yousef Al-Sayyali,basil yousef al-sayyali,ABH,ksa.1,0.0,5,shots,shots,ABH,ABH,3,bottom,Basil Yousef Al-Sayyali,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Basil Yousef Al-Sayyali,,,,,,,,,,,True,False
Michy Batshuayi,michy batshuayi,ABH,ksa.1,2.0,5,shots,shots,ABH,ABH,1,top,Michy Batshuayi,ksa.1,unknown,3,3,0,0,0.0,-1.5238095238095237,,,,,,,,,False,False,Michy Batshuayi,,,,,,,,,,,True,False
Koshaim Al Karani,koshaim al karani,ABH,ksa.1,1.0,5,shots,shots,ABH,ABH,2,top,Koshaim Al Karani,ksa.1,unknown,2,2,0,0,0.0,-1.4583333333333335,,,,,,,,,False,False,Koshaim Al Karani,,,,,,,,,,,True,False
Nabil Fekir,nabil fekir,ABH,ksa.1,0.8,5,shots,shots,ABH,ABH,3,top,Nabil Fekir,ksa.1,unknown,4,4,0,0,0.5,-0.055555555555555525,,,,,,,,,False,False,Nabil Fekir,,,,,,,,,,,True,False
Abdulbasit Hindi,abdulbasit hindi,ABH,ksa.1,0.0,5,shots_on_target,shots_on_target,ABH,ABH,1,bottom,Abdulbasit Hindi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulbasit Hindi,,,,,,,,,,,True,False
Abdullah Al Fahad,abdullah al fahad,ABH,ksa.1,0.0,5,shots_on_target,shots_on_target,ABH,ABH,2,bottom,Abdullah Al Fahad,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Al Fahad,,,,,,,,,,,True,False
Basil Yousef Al-Sayyali,basil yousef al-sayyali,ABH,ksa.1,0.0,5,shots_on_target,shots_on_target,ABH,ABH,3,bottom,Basil Yousef Al-Sayyali,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Basil Yousef Al-Sayyali,,,,,,,,,,,True,False
Michy Batshuayi,michy batshuayi,ABH,ksa.1,0.8,5,shots_on_target,shots_on_target,ABH,ABH,1,top,Michy Batshuayi,ksa.1,unknown,3,3,0,0,0.3333333333333333,-0.49206349206349204,,,,,,,,,False,False,Michy Batshuayi,,,,,,,,,,,True,False
Koshaim Al Karani,koshaim al karani,ABH,ksa.1,0.4,5,shots_on_target,shots_on_target,ABH,ABH,2,top,Koshaim Al Karani,ksa.1,unknown,2,2,0,0,0.0,-0.5833333333333333,,,,,,,,,False,False,Koshaim Al Karani,,,,,,,,,,,True,False
Nabil Fekir,nabil fekir,ABH,ksa.1,0.4,5,shots_on_target,shots_on_target,ABH,ABH,3,top,Nabil Fekir,ksa.1,unknown,4,4,0,0,0.25,0.3368055555555556,,,,,,,,,False,False,Nabil Fekir,,,,,,,,,,,True,False
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.0,5,assists,assists,ABHA,ABHA,1,bottom,Kamil Boumedmed,Saudi Pro League,unknown,5,5,0,0,0.0,0.0,,,,,,,,,False,False,Kamil Boumedmed,,,,,,,,,,,True,False
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.0,5,assists,assists,ABHA,ABHA,1,top,Kamil Boumedmed,Saudi Pro League,unknown,5,5,0,0,0.0,0.0,,,,,,,,,False,False,Kamil Boumedmed,,,,,,,,,,,True,False
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,6.571428571428571,7,passes,passes,ABHA,ABHA,1,bottom,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.7142857142857143,5.124716553287982,,,,,,,,,False,False,Kamil Boumedmed,,,,,,,,,,,True,False
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,6.571428571428571,7,passes,passes,ABHA,ABHA,1,top,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.7142857142857143,5.124716553287982,,,,,,,,,False,False,Kamil Boumedmed,,,,,,,,,,,True,False
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.0,7,saves,saves,ABHA,ABHA,1,bottom,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.0,0.0,,,,,,,,,False,False,Kamil Boumedmed,,,,,,,,,,,True,False
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.0,7,saves,saves,ABHA,ABHA,1,top,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.0,0.0,,,,,,,,,False,False,Kamil Boumedmed,,,,,,,,,,,True,False
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.5714285714285714,7,shots,shots,ABHA,ABHA,1,bottom,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.2857142857142857,0.7255102040816327,,,,,,,,,False,False,Kamil Boumedmed,,,,,,,,,,,True,False
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.5714285714285714,7,shots,shots,ABHA,ABHA,1,top,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.2857142857142857,0.7255102040816327,,,,,,,,,False,False,Kamil Boumedmed,,,,,,,,,,,True,False
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.2857142857142857,7,shots_on_target,shots_on_target,ABHA,ABHA,1,bottom,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.2857142857142857,0.28775510204081634,,,,,,,,,False,False,Kamil Boumedmed,,,,,,,,,,,True,False
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.2857142857142857,7,shots_on_target,shots_on_target,ABHA,ABHA,1,top,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.2857142857142857,0.28775510204081634,,,,,,,,,False,False,Kamil Boumedmed,,,,,,,,,,,True,False
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.0,7,tackles,tackles,ABHA,ABHA,1,bottom,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.0,0.0,,,,,,,,,False,False,Kamil Boumedmed,,,,,,,,,,,True,False
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.0,7,tackles,tackles,ABHA,ABHA,1,top,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.0,0.0,,,,,,,,,False,False,Kamil Boumedmed,,,,,,,,,,,True,False
Abdullah Radif,abdullah radif,AHL,ksa.1,0.0,5,assists,assists,AHL,AHL,1,bottom,Abdullah Radif,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Radif,,,,,,,,,,,True,False
Abdulrahman Al-Sanbi,abdulrahman al-sanbi,AHL,ksa.1,0.0,5,assists,assists,AHL,AHL,2,bottom,Abdulrahman Al-Sanbi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al-Sanbi,,,,,,,,,,,True,False
Ivan Toney,ivan toney,AHL,ksa.1,0.0,5,assists,assists,AHL,AHL,3,bottom,Ivan Toney,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Ivan Toney,Ivan Toney,AHLI,HAZEM,assists,0.5,,,,,ivan toney,True,False
Eduard Spertsyan,eduard spertsyan,AHL,ksa.1,0.4,5,assists,assists,AHL,AHL,1,top,Eduard Spertsyan,ksa.1,unknown,2,2,0,0,0.0,-0.5833333333333333,,,,,,,,,False,False,Eduard Spertsyan,Eduard Spertsyan,AHLI,HAZEM,assists,0.5,,,,,eduard spertsyan,True,False
Francisco Trincão,francisco trincao,AHL,ksa.1,0.4,5,assists,assists,AHL,AHL,2,top,Francisco Trincão,ksa.1,unknown,2,2,0,0,0.5,0.20833333333333334,,,,,,,,,False,False,Francisco Trincão,,,,,,,,,,,True,False
Saad Balobaid,saad balobaid,AHL,ksa.1,0.4,5,assists,assists,AHL,AHL,3,top,Saad Balobaid,ksa.1,unknown,2,2,0,0,0.5,0.75,,,,,,,,,False,False,Saad Balobaid,,,,,,,,,,,True,False
Abdullah Radif,abdullah radif,AHL,ksa.1,0.0,5,goals,goals,AHL,AHL,1,bottom,Abdullah Radif,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Radif,,,,,,,,,,,True,False
Abdulrahman Al-Sanbi,abdulrahman al-sanbi,AHL,ksa.1,0.0,5,goals,goals,AHL,AHL,2,bottom,Abdulrahman Al-Sanbi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al-Sanbi,,,,,,,,,,,True,False
Feras Al-Brikan,feras al-brikan,AHL,ksa.1,0.0,5,goals,goals,AHL,AHL,3,bottom,Feras Al-Brikan,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Feras Al-Brikan,,,,,,,,,,,True,False
Ivan Toney,ivan toney,AHL,ksa.1,1.6,5,goals,goals,AHL,AHL,1,top,Ivan Toney,ksa.1,unknown,2,2,0,0,1.0,0.5833333333333334,,,,,,,,,False,False,Ivan Toney,Ivan Toney,AHLI,HAZEM,goals,2.5,,,,,ivan toney,True,False
Ivan Toney,ivan toney,AHL,ksa.1,1.6,5,goals,goals,AHL,AHL,1,top,Ivan Toney,ksa.1,unknown,2,2,0,0,1.0,0.5833333333333334,,,,,,,,,False,False,Ivan Toney,Ivan Toney,AHLI,HAZEM,goals,1.5,,,,,ivan toney,True,False
Ivan Toney,ivan toney,AHL,ksa.1,1.6,5,goals,goals,AHL,AHL,1,top,Ivan Toney,ksa.1,unknown,2,2,0,0,1.0,0.5833333333333334,,,,,,,,,False,False,Ivan Toney,Ivan Toney,AHLI,HAZEM,goals,0.5,,,,,ivan toney,True,False
Francisco Trincão,francisco trincao,AHL,ksa.1,0.4,5,goals,goals,AHL,AHL,2,top,Francisco Trincão,ksa.1,unknown,2,2,0,0,0.5,0.08333333333333337,,,,,,,,,False,False,Francisco Trincão,,,,,,,,,,,True,False
Eduard Spertsyan,eduard spertsyan,AHL,ksa.1,0.2,5,goals,goals,AHL,AHL,3,top,Eduard Spertsyan,ksa.1,unknown,2,2,0,0,0.5,0.375,,,,,,,,,False,False,Eduard Spertsyan,Eduard Spertsyan,AHLI,HAZEM,goals,1.5,,,,,eduard spertsyan,True,False
Eduard Spertsyan,eduard spertsyan,AHL,ksa.1,0.2,5,goals,goals,AHL,AHL,3,top,Eduard Spertsyan,ksa.1,unknown,2,2,0,0,0.5,0.375,,,,,,,,,False,False,Eduard Spertsyan,Eduard Spertsyan,AHLI,HAZEM,goals,0.5,,,,,eduard spertsyan,True,False
Abdulrahman Al-Sanbi,abdulrahman al-sanbi,AHL,ksa.1,0.0,5,saves,saves,AHL,AHL,1,bottom,Abdulrahman Al-Sanbi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al-Sanbi,,,,,,,,,,,True,False
Édouard Mendy,edouard mendy,AHL,ksa.1,2.0,5,saves,saves,AHL,AHL,2,bottom,Édouard Mendy,ksa.1,unknown,2,2,0,0,0.5,0.25,,,,,,,,,False,False,Édouard Mendy,Édouard Mendy,AHLI,HAZEM,saves,2.0,,,0.8,2.4,edouard mendy,True,False
Édouard Mendy,edouard mendy,AHL,ksa.1,2.0,5,saves,saves,AHL,AHL,1,top,Édouard Mendy,ksa.1,unknown,2,2,0,0,0.5,0.25,,,,,,,,,False,False,Édouard Mendy,Édouard Mendy,AHLI,HAZEM,saves,2.0,,,0.8,2.4,edouard mendy,True,False
Abdulrahman Al-Sanbi,abdulrahman al-sanbi,AHL,ksa.1,0.0,5,saves,saves,AHL,AHL,2,top,Abdulrahman Al-Sanbi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al-Sanbi,,,,,,,,,,,True,False
Abdulrahman Al-Sanbi,abdulrahman al-sanbi,AHL,ksa.1,0.0,5,shots,shots,AHL,AHL,1,bottom,Abdulrahman Al-Sanbi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al-Sanbi,,,,,,,,,,,True,False
Feras Al-Brikan,feras al-brikan,AHL,ksa.1,0.0,5,shots,shots,AHL,AHL,2,bottom,Feras Al-Brikan,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Feras Al-Brikan,,,,,,,,,,,True,False
Naif Masoud,naif masoud,AHL,ksa.1,0.0,5,shots,shots,AHL,AHL,3,bottom,Naif Masoud,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Naif Masoud,,,,,,,,,,,True,False
Ivan Toney,ivan toney,AHL,ksa.1,2.6,5,shots,shots,AHL,AHL,1,top,Ivan Toney,ksa.1,unknown,2,2,0,0,0.5,-1.4166666666666667,,,,,,,,,False,False,Ivan Toney,Ivan Toney,AHLI,HAZEM,shots,3.0,,,,,ivan toney,True,False
Ivan Toney,ivan toney,AHL,ksa.1,2.6,5,shots,shots,AHL,AHL,1,top,Ivan Toney,ksa.1,unknown,2,2,0,0,0.5,-1.4166666666666667,,,,,,,,,False,False,Ivan Toney,Ivan Toney,AHLI,HAZEM,shots,3.5,,,,,ivan toney,True,False
Ivan Toney,ivan toney,AHL,ksa.1,2.6,5,shots,shots,AHL,AHL,1,top,Ivan Toney,ksa.1,unknown,2,2,0,0,0.5,-1.4166666666666667,,,,,,,,,False,False,Ivan Toney,Ivan Toney,AHLI,HAZEM,shots,9.5,,,,,ivan toney,True,False
Ivan Toney,ivan toney,AHL,ksa.1,2.6,5,shots,shots,AHL,AHL,1,top,Ivan Toney,ksa.1,unknown,2,2,0,0,0.5,-1.4166666666666667,,,,,,,,,False,False,Ivan Toney,Ivan Toney,AHLI,HAZEM,shots,5.5,,,,,ivan toney,True,False
Francisco Trincão,francisco trincao,AHL,ksa.1,1.4,5,shots,shots,AHL,AHL,2,top,Francisco Trincão,ksa.1,unknown,2,2,0,0,0.0,-2.041666666666667,,,,,,,,,False,False,Francisco Trincão,,,,,,,,,,,True,False
Eduard Spertsyan,eduard spertsyan,AHL,ksa.1,1.2,5,shots,shots,AHL,AHL,3,top,Eduard Spertsyan,ksa.1,unknown,2,2,0,0,0.5,-0.16666666666666663,,,,,,,,,False,False,Eduard Spertsyan,Eduard Spertsyan,AHLI,HAZEM,shots,5.5,,,,,eduard spertsyan,True,False
Eduard Spertsyan,eduard spertsyan,AHL,ksa.1,1.2,5,shots,shots,AHL,AHL,3,top,Eduard Spertsyan,ksa.1,unknown,2,2,0,0,0.5,-0.16666666666666663,,,,,,,,,False,False,Eduard Spertsyan,Eduard Spertsyan,AHLI,HAZEM,shots,2.5,,,,,eduard spertsyan,True,False
Eduard Spertsyan,eduard spertsyan,AHL,ksa.1,1.2,5,shots,shots,AHL,AHL,3,top,Eduard Spertsyan,ksa.1,unknown,2,2,0,0,0.5,-0.16666666666666663,,,,,,,,,False,False,Eduard Spertsyan,Eduard Spertsyan,AHLI,HAZEM,shots,1.5,,,,,eduard spertsyan,True,False
Abdulrahman Al-Sanbi,abdulrahman al-sanbi,AHL,ksa.1,0.0,5,shots_on_target,shots_on_target,AHL,AHL,1,bottom,Abdulrahman Al-Sanbi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al-Sanbi,,,,,,,,,,,True,False
Eduard Spertsyan,eduard spertsyan,AHL,ksa.1,0.0,5,shots_on_target,shots_on_target,AHL,AHL,2,bottom,Eduard Spertsyan,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Eduard Spertsyan,Eduard Spertsyan,AHLI,HAZEM,shots_on_target,2.5,,,,,eduard spertsyan,True,False
Eduard Spertsyan,eduard spertsyan,AHL,ksa.1,0.0,5,shots_on_target,shots_on_target,AHL,AHL,2,bottom,Eduard Spertsyan,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Eduard Spertsyan,Eduard Spertsyan,AHLI,HAZEM,shots_on_target,1.5,,,,,eduard spertsyan,True,False
Eduard Spertsyan,eduard spertsyan,AHL,ksa.1,0.0,5,shots_on_target,shots_on_target,AHL,AHL,2,bottom,Eduard Spertsyan,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Eduard Spertsyan,Eduard Spertsyan,AHLI,HAZEM,shots_on_target,0.5,,,,,eduard spertsyan,True,False
Feras Al-Brikan,feras al-brikan,AHL,ksa.1,0.0,5,shots_on_target,shots_on_target,AHL,AHL,3,bottom,Feras Al-Brikan,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Feras Al-Brikan,,,,,,,,,,,True,False
Ivan Toney,ivan toney,AHL,ksa.1,1.6,5,shots_on_target,shots_on_target,AHL,AHL,1,top,Ivan Toney,ksa.1,unknown,2,2,0,0,0.5,0.04166666666666663,,,,,,,,,False,False,Ivan Toney,Ivan Toney,AHLI,HAZEM,shots_on_target,5.5,,,,,ivan toney,True,False
Ivan Toney,ivan toney,AHL,ksa.1,1.6,5,shots_on_target,shots_on_target,AHL,AHL,1,top,Ivan Toney,ksa.1,unknown,2,2,0,0,0.5,0.04166666666666663,,,,,,,,,False,False,Ivan Toney,Ivan Toney,AHLI,HAZEM,shots_on_target,3.5,,,,,ivan toney,True,False
Ivan Toney,ivan toney,AHL,ksa.1,1.6,5,shots_on_target,shots_on_target,AHL,AHL,1,top,Ivan Toney,ksa.1,unknown,2,2,0,0,0.5,0.04166666666666663,,,,,,,,,False,False,Ivan Toney,Ivan Toney,AHLI,HAZEM,shots_on_target,1.5,,,,,ivan toney,True,False
Abdullah Radif,abdullah radif,AHL,ksa.1,0.2,5,shots_on_target,shots_on_target,AHL,AHL,2,top,Abdullah Radif,ksa.1,unknown,2,2,0,0,0.0,-0.29166666666666663,,,,,,,,,False,False,Abdullah Radif,,,,,,,,,,,True,False
Francisco Trincão,francisco trincao,AHL,ksa.1,0.2,5,shots_on_target,shots_on_target,AHL,AHL,3,top,Francisco Trincão,ksa.1,unknown,2,2,0,0,0.0,-0.29166666666666663,,,,,,,,,False,False,Francisco Trincão,,,,,,,,,,,True,False
Abdoulaye Seck,abdoulaye seck,ALF,ksa.1,0.0,5,assists,assists,ALF,ALF,1,bottom,Abdoulaye Seck,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdoulaye Seck,Abdoulaye Seck,FAISALY,ITTIHAD,assists,0.5,,,0.0,0.0,abdoulaye seck,True,False
Abdullah Subayt,abdullah subayt,ALF,ksa.1,0.0,5,assists,assists,ALF,ALF,2,bottom,Abdullah Subayt,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Subayt,,,,,,,,,,,True,False
Abdulrahman Al Sharif,abdulrahman al sharif,ALF,ksa.1,0.0,5,assists,assists,ALF,ALF,3,bottom,Abdulrahman Al Sharif,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al Sharif,Abdulrahman Al Sharif,FAISALY,ITTIHAD,assists,0.5,,,,,abdulrahman al sharif,True,False
Alexandre Mendy,alexandre mendy,ALF,ksa.1,0.2,5,assists,assists,ALF,ALF,1,top,Alexandre Mendy,ksa.1,unknown,2,2,0,0,0.0,-0.29166666666666663,,,,,,,,,False,False,Alexandre Mendy,Alexandre Mendy,FAISALY,ITTIHAD,assists,0.5,,,0.0,0.0,alexandre mendy,True,False
Andrei Girotto,andrei girotto,ALF,ksa.1,0.2,5,assists,assists,ALF,ALF,2,top,Andrei Girotto,ksa.1,unknown,2,2,0,0,0.0,-0.29166666666666663,,,,,,,,,False,False,Andrei Girotto,Andrei Girotto,FAISALY,ITTIHAD,assists,0.5,,,,,andrei girotto,True,False
Abdoulaye Seck,abdoulaye seck,ALF,ksa.1,0.0,5,assists,assists,ALF,ALF,3,top,Abdoulaye Seck,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdoulaye Seck,Abdoulaye Seck,FAISALY,ITTIHAD,assists,0.5,,,0.0,0.0,abdoulaye seck,True,False
Abdullah Subayt,abdullah subayt,ALF,ksa.1,0.0,5,goals,goals,ALF,ALF,1,bottom,Abdullah Subayt,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Subayt,,,,,,,,,,,True,False
Abdulrahman Al Sharif,abdulrahman al sharif,ALF,ksa.1,0.0,5,goals,goals,ALF,ALF,2,bottom,Abdulrahman Al Sharif,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al Sharif,Abdulrahman Al Sharif,FAISALY,ITTIHAD,goals,0.5,,,,,abdulrahman al sharif,True,False
Alexandre Mendy,alexandre mendy,ALF,ksa.1,0.0,5,goals,goals,ALF,ALF,3,bottom,Alexandre Mendy,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Alexandre Mendy,Alexandre Mendy,FAISALY,ITTIHAD,goals,1.5,,,0.0,0.0,alexandre mendy,True,False
Alexandre Mendy,alexandre mendy,ALF,ksa.1,0.0,5,goals,goals,ALF,ALF,3,bottom,Alexandre Mendy,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Alexandre Mendy,Alexandre Mendy,FAISALY,ITTIHAD,goals,0.5,,,0.0,0.0,alexandre mendy,True,False
Abdoulaye Seck,abdoulaye seck,ALF,ksa.1,0.2,5,goals,goals,ALF,ALF,1,top,Abdoulaye Seck,ksa.1,unknown,2,2,0,0,0.0,-0.29166666666666663,,,,,,,,,False,False,Abdoulaye Seck,Abdoulaye Seck,FAISALY,ITTIHAD,goals,0.5,,,0.2,0.2,abdoulaye seck,True,False
Christian Bassogog,christian bassogog,ALF,ksa.1,0.2,5,goals,goals,ALF,ALF,2,top,Christian Bassogog,ksa.1,unknown,2,2,0,0,0.0,-0.29166666666666663,,,,,,,,,False,False,Christian Bassogog,Christian Bassogog,FAISALY,ITTIHAD,goals,0.5,,,,,christian bassogog,True,False
Abdullah Subayt,abdullah subayt,ALF,ksa.1,0.0,5,goals,goals,ALF,ALF,3,top,Abdullah Subayt,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Subayt,,,,,,,,,,,True,False
Mohammed Al-Hasawi,mohammed al-hasawi,ALF,ksa.1,0.0,5,saves,saves,ALF,ALF,1,bottom,Mohammed Al-Hasawi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Mohammed Al-Hasawi,,,,,,,,,,,True,False
Fernando Pacheco,fernando pacheco,ALF,ksa.1,4.4,5,saves,saves,ALF,ALF,2,bottom,Fernando Pacheco,ksa.1,unknown,2,2,0,0,0.5,-0.4583333333333335,,,,,,,,,False,False,Fernando Pacheco,Fernando Pacheco,FAISALY,ITTIHAD,saves,3.5,,,,,fernando pacheco,True,False
Fernando Pacheco,fernando pacheco,ALF,ksa.1,4.4,5,saves,saves,ALF,ALF,1,top,Fernando Pacheco,ksa.1,unknown,2,2,0,0,0.5,-0.4583333333333335,,,,,,,,,False,False,Fernando Pacheco,Fernando Pacheco,FAISALY,ITTIHAD,saves,3.5,,,,,fernando pacheco,True,False
