nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,is_combo_player,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER
1630611,10747233,10747233,191823,137497,2026-03-20T19:30:00.000-04:00,,,Gui Santos,F,GSW,DET,32.5,Fantasy Score,fantasy,Demon,26.5,1,https://static.prizepicks.com/images/players/NBA/Gui_Santos_NBA_player_HA8Q21tgmTmAYPOMGFWKbNa8.webp,,,,,OK,0,109.8,85.1,37.6,36.5,12.7,27.6,17.0,48.599999999999994,24.900000000000002,49.800000000000004,3,8,13,1,1,4,3,3,30,1,5.21505376344086,2,Elite
202699,10747239,10747239,216580,137497,2026-03-20T19:30:00.000-04:00,,,Tobias Harris,F,DET,GSW,32.5,Fantasy Score,fantasy,Demon,27.0,1,https://static.prizepicks.com/images/players/NBA/Tobias_Harris_NBA_player_tGwMomg94AAFiXYjH5vFThKq.webp,,,,,OK,0,114.4,88.6,41.9,35.8,12.7,22.1,16.0,52.8,29.2,58.4,12,8,8,14,16,19,18,18,7,4,13.18279569892473,12,Above Avg
203110,10747231,10747231,54811,137497,2026-03-20T19:30:00.000-04:00,,,Draymond Green,F,GSW,DET,28.0,Fantasy Score,fantasy,Demon,23.0,1,https://static.prizepicks.com/images/players/NBA/Draymond_Green_NBA_player_1z7sEvTBX9wTfMTBZKi9b0L.webp,,,,,OK,0,109.8,85.1,37.6,36.5,12.7,27.6,17.0,48.599999999999994,24.900000000000002,49.800000000000004,3,8,13,1,1,4,3,3,30,1,5.21505376344086,2,Elite
204001,10747235,10747235,300935,137497,2026-03-20T19:30:00.000-04:00,,,Kristaps Porziņģis,F-C,GSW,DET,25.0,Fantasy Score,fantasy,Goblin,30.5,1,https://static.prizepicks.com/images/manual/Kristaps_PorziņģisGSW.png,,,,,OK,0,109.8,85.1,37.6,36.5,12.7,27.6,17.0,48.599999999999994,24.900000000000002,49.800000000000004,3,8,13,1,1,4,3,3,30,1,5.21505376344086,2,Elite
1629130,10747240,10747240,272048,137497,2026-03-20T19:30:00.000-04:00,,,Duncan Robinson,F,DET,GSW,25.0,Fantasy Score,fantasy,Demon,20.0,1,https://static.prizepicks.com/images/players/NBA/Duncan_Robinson_NBA_player_xpPTHBlF6nW6owrrx6sg4Hes.webp,,,,,OK,0,114.4,88.6,41.9,35.8,12.7,22.1,16.0,52.8,29.2,58.4,12,8,8,14,16,19,18,18,7,4,13.18279569892473,12,Above Avg
1630311,10747246,10747246,194382,137497,2026-03-20T19:30:00.000-04:00,,,Pat Spencer,G,GSW,DET,24.0,Fantasy Score,fantasy,Demon,18.5,1,https://static.prizepicks.com/images/players/NBA/Pat_Spencer_NBA_player_K9soSALlLFS3B52SaWl56LlH.webp,,,,,OK,0,109.8,85.1,37.6,36.5,12.7,27.6,17.0,48.599999999999994,24.900000000000002,49.800000000000004,3,8,13,1,1,4,3,3,30,1,5.21505376344086,2,Elite
1641709,10747218,10747218,173789,137497,2026-03-20T19:30:00.000-04:00,,,Ausar Thompson,G-F,DET,GSW,23.5,Fantasy Score,fantasy,Goblin,29.0,1,https://static.prizepicks.com/images/players/NBA/Ausar_Thompson_NBA_player_7Obr7GoiKRNtF8Nj1LYUn3gX.webp,,,,,OK,0,114.4,88.6,41.9,35.8,12.7,22.1,16.0,52.8,29.2,58.4,12,8,8,14,16,19,18,18,7,4,13.18279569892473,12,Above Avg
1641764,10747229,10747229,173745,137497,2026-03-20T19:30:00.000-04:00,,,Brandin Podziemski,G,GSW,DET,22.5,Fantasy Score,fantasy,Goblin,27.5,1,https://static.prizepicks.com/images/players/NBA/Brandin_Podziemski_NBA_player_xulwA1dAXTbxo9PLVFXHRYB6.webp,,,,,OK,0,109.8,85.1,37.6,36.5,12.7,27.6,17.0,48.599999999999994,24.900000000000002,49.800000000000004,3,8,13,1,1,4,3,3,30,1,5.21505376344086,2,Elite
1642450,10747238,10747238,279579,137497,2026-03-20T19:30:00.000-04:00,,,Daniss Jenkins,G,DET,GSW,22.5,Fantasy Score,fantasy,Goblin,28.0,1,https://static.prizepicks.com/images/players/NBA/Daniss_Jenkins_NBA_player_gomI5shGs9qQrrpbBB8lXZ43.webp,,,,,OK,0,114.4,88.6,41.9,35.8,12.7,22.1,16.0,52.8,29.2,58.4,12,8,8,14,16,19,18,18,7,4,13.18279569892473,12,Above Avg
1629001,10747217,10747217,217540,137497,2026-03-20T19:30:00.000-04:00,,,De'Anthony Melton,G,GSW,DET,21.5,Fantasy Score,fantasy,Goblin,26.5,1,https://static.prizepicks.com/images/players/NBA/De'Anthony_Melton_NBA_player_RnS4xc5JnaUejenuOXgRZ2yC.webp,,,,,OK,0,109.8,85.1,37.6,36.5,12.7,27.6,17.0,48.599999999999994,24.900000000000002,49.800000000000004,3,8,13,1,1,4,3,3,30,1,5.21505376344086,2,Elite
1630611,10747248,10747248,191823,137497,2026-03-20T19:30:00.000-04:00,,,Gui Santos,F,GSW,DET,21.5,Fantasy Score,fantasy,Goblin,26.5,1,https://static.prizepicks.com/images/players/NBA/Gui_Santos_NBA_player_HA8Q21tgmTmAYPOMGFWKbNa8.webp,,,,,OK,0,109.8,85.1,37.6,36.5,12.7,27.6,17.0,48.599999999999994,24.900000000000002,49.800000000000004,3,8,13,1,1,4,3,3,30,1,5.21505376344086,2,Elite
202699,10747249,10747249,216580,137497,2026-03-20T19:30:00.000-04:00,,,Tobias Harris,F,DET,GSW,21.5,Fantasy Score,fantasy,Goblin,27.0,1,https://static.prizepicks.com/images/players/NBA/Tobias_Harris_NBA_player_tGwMomg94AAFiXYjH5vFThKq.webp,,,,,OK,0,114.4,88.6,41.9,35.8,12.7,22.1,16.0,52.8,29.2,58.4,12,8,8,14,16,19,18,18,7,4,13.18279569892473,12,Above Avg
203110,10747221,10747221,54811,137497,2026-03-20T19:30:00.000-04:00,,,Draymond Green,F,GSW,DET,18.0,Fantasy Score,fantasy,Goblin,23.0,1,https://static.prizepicks.com/images/players/NBA/Draymond_Green_NBA_player_1z7sEvTBX9wTfMTBZKi9b0L.webp,,,,,OK,0,109.8,85.1,37.6,36.5,12.7,27.6,17.0,48.599999999999994,24.900000000000002,49.800000000000004,3,8,13,1,1,4,3,3,30,1,5.21505376344086,2,Elite
1629130,10747225,10747225,272048,137497,2026-03-20T19:30:00.000-04:00,,,Duncan Robinson,F,DET,GSW,15.0,Fantasy Score,fantasy,Goblin,20.0,1,https://static.prizepicks.com/images/players/NBA/Duncan_Robinson_NBA_player_xpPTHBlF6nW6owrrx6sg4Hes.webp,,,,,OK,0,114.4,88.6,41.9,35.8,12.7,22.1,16.0,52.8,29.2,58.4,12,8,8,14,16,19,18,18,7,4,13.18279569892473,12,Above Avg
1630311,10747236,10747236,194382,137497,2026-03-20T19:30:00.000-04:00,,,Pat Spencer,G,GSW,DET,14.0,Fantasy Score,fantasy,Goblin,18.5,1,https://static.prizepicks.com/images/players/NBA/Pat_Spencer_NBA_player_K9soSALlLFS3B52SaWl56LlH.webp,,,,,OK,0,109.8,85.1,37.6,36.5,12.7,27.6,17.0,48.599999999999994,24.900000000000002,49.800000000000004,3,8,13,1,1,4,3,3,30,1,5.21505376344086,2,Elite
1628973,10740177,10740177,188004,137496,2026-03-20T19:30:00.000-04:00,,,Jalen Brunson,G,NYK,BRK,44.5,Pts+Asts,pa,Demon,32.5,2,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,,,,,OK,0,115.6,85.4,42.1,32.8,12.4,24.1,13.9,52.60000000000001,29.700000000000003,59.400000000000006,16,4,1,2,17,17,24,24,20,20,15.053763440860214,17,Avg
1628973,10732314,10732314,188004,137496,2026-03-20T19:30:00.000-04:00,,,Jalen Brunson,G,NYK,BRK,41.5,Pts+Rebs+Asts,pra,Demon,36.0,2,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,,,,,OK,0,115.6,85.4,42.1,32.8,12.4,24.1,13.9,52.60000000000001,29.700000000000003,59.400000000000006,16,4,1,2,17,17,24,24,20,20,15.053763440860214,17,Avg
1628973,10746912,10746912,188004,137496,2026-03-20T19:30:00.000-04:00,,,Jalen Brunson,G,NYK,BRK,41.0,Fantasy Score,fantasy,Standard,41.0,0,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,,,,,OK,0,115.6,85.4,42.1,32.8,12.4,24.1,13.9,52.60000000000001,29.700000000000003,59.400000000000006,16,4,1,2,17,17,24,24,20,20,15.053763440860214,17,Avg
1626157,10732356,10732356,216220,137496,2026-03-20T19:30:00.000-04:00,,,Karl-Anthony Towns,C-F,NYK,BRK,40.5,Pts+Rebs+Asts,pra,Demon,34.5,3,https://static.prizepicks.com/images/manual/Karl-Anthony_Townss.png,,,,,OK,0,115.6,85.4,42.1,32.8,12.4,24.1,13.9,52.60000000000001,29.700000000000003,59.400000000000006,16,4,1,2,17,17,24,24,20,20,15.053763440860214,17,Avg
1626157,10746913,10746913,216220,137496,2026-03-20T19:30:00.000-04:00,,,Karl-Anthony Towns,C-F,NYK,BRK,40.0,Fantasy Score,fantasy,Standard,40.0,0,https://static.prizepicks.com/images/manual/Karl-Anthony_Townss.png,,,,,OK,0,115.6,85.4,42.1,32.8,12.4,24.1,13.9,52.60000000000001,29.700000000000003,59.400000000000006,16,4,1,2,17,17,24,24,20,20,15.053763440860214,17,Avg
1628973,10732316,10732316,188004,137496,2026-03-20T19:30:00.000-04:00,,,Jalen Brunson,G,NYK,BRK,39.5,Pts+Rebs+Asts,pra,Demon,36.0,1,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,,,,,OK,0,115.6,85.4,42.1,32.8,12.4,24.1,13.9,52.60000000000001,29.700000000000003,59.400000000000006,16,4,1,2,17,17,24,24,20,20,15.053763440860214,17,Avg
1628973,10740176,10740176,188004,137496,2026-03-20T19:30:00.000-04:00,,,Jalen Brunson,G,NYK,BRK,39.5,Pts+Asts,pa,Demon,32.5,1,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,,,,,OK,0,115.6,85.4,42.1,32.8,12.4,24.1,13.9,52.60000000000001,29.700000000000003,59.400000000000006,16,4,1,2,17,17,24,24,20,20,15.053763440860214,17,Avg
1628973,10740180,10740180,188004,137496,2026-03-20T19:30:00.000-04:00,,,Jalen Brunson,G,NYK,BRK,39.5,Pts+Rebs,pr,Demon,27.5,2,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,,,,,OK,0,115.6,85.4,42.1,32.8,12.4,24.1,13.9,52.60000000000001,29.700000000000003,59.400000000000006,16,4,1,2,17,17,24,24,20,20,15.053763440860214,17,Avg
1626157,10740187,10740187,216220,137496,2026-03-20T19:30:00.000-04:00,,,Karl-Anthony Towns,C-F,NYK,BRK,39.5,Pts+Rebs,pr,Demon,31.5,2,https://static.prizepicks.com/images/manual/Karl-Anthony_Townss.png,,,,,OK,0,115.6,85.4,42.1,32.8,12.4,24.1,13.9,52.60000000000001,29.700000000000003,59.400000000000006,16,4,1,2,17,17,24,24,20,20,15.053763440860214,17,Avg
1626157,10732355,10732355,216220,137496,2026-03-20T19:30:00.000-04:00,,,Karl-Anthony Towns,C-F,NYK,BRK,38.5,Pts+Rebs+Asts,pra,Demon,34.5,2,https://static.prizepicks.com/images/manual/Karl-Anthony_Townss.png,,,,,OK,0,115.6,85.4,42.1,32.8,12.4,24.1,13.9,52.60000000000001,29.700000000000003,59.400000000000006,16,4,1,2,17,17,24,24,20,20,15.053763440860214,17,Avg
1626157,10732357,10732357,216220,137496,2026-03-20T19:30:00.000-04:00,,,Karl-Anthony Towns,C-F,NYK,BRK,36.5,Pts+Rebs+Asts,pra,Demon,34.5,1,https://static.prizepicks.com/images/manual/Karl-Anthony_Townss.png,,,,,OK,0,115.6,85.4,42.1,32.8,12.4,24.1,13.9,52.60000000000001,29.700000000000003,59.400000000000006,16,4,1,2,17,17,24,24,20,20,15.053763440860214,17,Avg
1628973,10732318,10732318,188004,137496,2026-03-20T19:30:00.000-04:00,,,Jalen Brunson,G,NYK,BRK,36.0,Pts+Rebs+Asts,pra,Standard,36.0,0,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,,,,,OK,0,115.6,85.4,42.1,32.8,12.4,24.1,13.9,52.60000000000001,29.700000000000003,59.400000000000006,16,4,1,2,17,17,24,24,20,20,15.053763440860214,17,Avg
1626157,10732359,10732359,216220,137496,2026-03-20T19:30:00.000-04:00,,,Karl-Anthony Towns,C-F,NYK,BRK,34.5,Pts+Rebs+Asts,pra,Standard,34.5,0,https://static.prizepicks.com/images/manual/Karl-Anthony_Townss.png,,,,,OK,0,115.6,85.4,42.1,32.8,12.4,24.1,13.9,52.60000000000001,29.700000000000003,59.400000000000006,16,4,1,2,17,17,24,24,20,20,15.053763440860214,17,Avg
1628973,10740179,10740179,188004,137496,2026-03-20T19:30:00.000-04:00,,,Jalen Brunson,G,NYK,BRK,34.5,Pts+Rebs,pr,Demon,27.5,1,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,,,,,OK,0,115.6,85.4,42.1,32.8,12.4,24.1,13.9,52.60000000000001,29.700000000000003,59.400000000000006,16,4,1,2,17,17,24,24,20,20,15.053763440860214,17,Avg
1626157,10740186,10740186,216220,137496,2026-03-20T19:30:00.000-04:00,,,Karl-Anthony Towns,C-F,NYK,BRK,34.5,Pts+Rebs,pr,Demon,31.5,1,https://static.prizepicks.com/images/manual/Karl-Anthony_Townss.png,,,,,OK,0,115.6,85.4,42.1,32.8,12.4,24.1,13.9,52.60000000000001,29.700000000000003,59.400000000000006,16,4,1,2,17,17,24,24,20,20,15.053763440860214,17,Avg
1628973,10732312,10732312,188004,137496,2026-03-20T19:30:00.000-04:00,,,Jalen Brunson,G,NYK,BRK,32.5,Pts+Asts,pa,Standard,32.5,0,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,,,,,OK,0,115.6,85.4,42.1,32.8,12.4,24.1,13.9,52.60000000000001,29.700000000000003,59.400000000000006,16,4,1,2,17,17,24,24,20,20,15.053763440860214,17,Avg
