projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,stat_norm,player_role,opponent,is_home,nhl_player_id,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status
10742590,280841,Jacob Quillan,TOR,F,Assists,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,CAR,1,8484901,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742591,280841,Jacob Quillan,TOR,F,Points,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,CAR,1,8484901,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742592,141441,Jalen Chatfield,CAR,D,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8478970,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742593,141441,Jalen Chatfield,CAR,D,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8478970,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742594,64225,Jordan Martinook,CAR,F,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8476921,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742595,64225,Jordan Martinook,CAR,F,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8476921,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742596,218298,Jordan Staal,CAR,F,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8473533,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742597,218298,Jordan Staal,CAR,F,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8473533,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742598,268027,Mark Jankowski,CAR,F,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8476873,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742599,268027,Mark Jankowski,CAR,F,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8476873,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742600,268890,Mike Reilly,CAR,D,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8476422,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742601,268890,Mike Reilly,CAR,D,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8476422,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742602,87689,Nicholas Robertson,TOR,F,Assists,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,CAR,1,8481582,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742603,87689,Nicholas Robertson,TOR,F,Points,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,CAR,1,8481582,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742604,222518,Philippe Myers,TOR,D,Assists,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,CAR,1,8479026,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742605,222518,Philippe Myers,TOR,D,Points,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,CAR,1,8479026,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742606,231718,Sean Walker,CAR,D,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8480336,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742607,231718,Sean Walker,CAR,D,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8480336,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742608,222986,Steven Lorentz,TOR,F,Assists,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,CAR,1,8478904,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742609,222986,Steven Lorentz,TOR,F,Points,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,CAR,1,8478904,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742610,281305,Troy Stecher,TOR,D,Assists,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,CAR,1,8479442,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742611,281305,Troy Stecher,TOR,D,Points,0.5,demon,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,CAR,1,8479442,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742612,218684,William Carrier,CAR,F,Assists,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,assists,SKATER,TOR,0,8477478,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10742613,218684,William Carrier,CAR,F,Points,0.5,demon,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,points,SKATER,TOR,0,8477478,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744760,141441,Jalen Chatfield,CAR,D,Shots On Goal,0.5,goblin,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,shots_on_goal,SKATER,TOR,0,8478970,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744796,268890,Mike Reilly,CAR,D,Shots On Goal,0.5,goblin,False,TOR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,shots_on_goal,SKATER,TOR,0,8476422,3.493,0.0,0.0,3.13,0.0,0.0,69,30,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10746803,218277,Morgan Rielly,TOR,D,Shots On Goal,0.5,goblin,False,CAR,CAR,TOR,2026-03-20T19:00:00.000-04:00,137493,2026-03-20T12:33:16Z,shots_on_goal,SKATER,CAR,1,8476853,2.971,0.0,0.0,3.544,0.0,0.0,68,10,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730059,218565,Alex Ovechkin,WSH,F,Shots On Goal,5.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8471214,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730085,218073,Jack Hughes,NJ,F,Shots On Goal,5.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8448071,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730096,219643,Jakob Chychrun,WSH,D,Shots On Goal,5.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8479345,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730124,125414,Timo Meier,NJ,F,Shots On Goal,5.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8478414,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730058,218565,Alex Ovechkin,WSH,F,Shots On Goal,4.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8471214,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730083,218073,Jack Hughes,NJ,F,Shots On Goal,4.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8448071,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730095,219643,Jakob Chychrun,WSH,D,Shots On Goal,4.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8479345,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730123,125414,Timo Meier,NJ,F,Shots On Goal,4.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8478414,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10735771,218074,Dougie Hamilton,NJ,D,Shots On Goal,4.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8476462,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10740050,57868,Nico Hischier,NJ,F,Shots On Goal,4.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8480002,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10740056,218567,Tom Wilson,WSH,F,Shots On Goal,4.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8476880,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730057,218565,Alex Ovechkin,WSH,F,Shots On Goal,3.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8471214,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730084,218073,Jack Hughes,NJ,F,Shots On Goal,3.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8448071,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730094,219643,Jakob Chychrun,WSH,D,Shots On Goal,3.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8479345,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730108,57868,Nico Hischier,NJ,F,Shots On Goal,3.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8480002,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730122,125414,Timo Meier,NJ,F,Shots On Goal,3.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8478414,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10735770,218074,Dougie Hamilton,NJ,D,Shots On Goal,3.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8476462,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10740046,57870,Jesper Bratt,NJ,F,Shots On Goal,3.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8479407,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10740055,218567,Tom Wilson,WSH,F,Shots On Goal,3.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8476880,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744169,184753,Aliaksei Protas,WSH,F,Shots On Goal,3.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8481656,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744176,231031,Anthony Beauvillier,WSH,F,Shots On Goal,3.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8478463,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744182,268189,Arseny Gritsyuk,NJ,F,Shots On Goal,3.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8481721,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744189,268024,Connor Brown,NJ,F,Shots On Goal,3.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8477015,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744197,61871,Connor McMichael,WSH,F,Shots On Goal,3.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8481580,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744204,58481,Dawson Mercer,NJ,F,Shots On Goal,3.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8482110,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744205,87042,Dylan Strome,WSH,F,Shots On Goal,3.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8478440,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744213,173364,Luke Hughes,NJ,D,Shots On Goal,3.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8482684,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744223,218574,Pierre-Luc Dubois,WSH,F,Shots On Goal,3.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8479400,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744230,233970,Ryan Leonard,WSH,F,Shots On Goal,3.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8484186,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730060,218565,Alex Ovechkin,WSH,F,Shots On Goal,2.5,goblin,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8471214,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730086,218073,Jack Hughes,NJ,F,Shots On Goal,2.5,goblin,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8448071,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730100,219643,Jakob Chychrun,WSH,D,Shots On Goal,2.5,standard,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8479345,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730109,57868,Nico Hischier,NJ,F,Shots On Goal,2.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8480002,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730125,125414,Timo Meier,NJ,F,Shots On Goal,2.5,goblin,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8478414,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10735846,218074,Dougie Hamilton,NJ,D,Shots On Goal,2.5,standard,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8476462,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10735852,87042,Dylan Strome,WSH,F,Shots On Goal,2.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8478440,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10735856,57870,Jesper Bratt,NJ,F,Shots On Goal,2.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8479407,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10735862,233970,Ryan Leonard,WSH,F,Shots On Goal,2.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8484186,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10735866,218567,Tom Wilson,WSH,F,Shots On Goal,2.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8476880,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10738408,173364,Luke Hughes,NJ,D,Shots On Goal,2.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8482684,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10743654,218073,Jack Hughes,NJ,F,Points,2.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,points,SKATER,WSH,0,8448071,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744168,184753,Aliaksei Protas,WSH,F,Shots On Goal,2.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8481656,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744175,231031,Anthony Beauvillier,WSH,F,Shots On Goal,2.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8478463,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744181,268189,Arseny Gritsyuk,NJ,F,Shots On Goal,2.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8481721,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744188,268024,Connor Brown,NJ,F,Shots On Goal,2.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8477015,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744196,61871,Connor McMichael,WSH,F,Shots On Goal,2.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8481580,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744203,58481,Dawson Mercer,NJ,F,Shots On Goal,2.5,demon,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8482110,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744214,64204,Martin Fehervary,WSH,D,Blocked Shots,2.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,blocked_shots,SKATER,NJ,0,8480796,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744215,233394,Matt Roy,WSH,D,Blocked Shots,2.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,blocked_shots,SKATER,NJ,0,8478911,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744222,218574,Pierre-Luc Dubois,WSH,F,Shots On Goal,2.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8479400,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10744224,125706,Rasmus Sandin,WSH,D,Blocked Shots,2.5,demon,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,blocked_shots,SKATER,NJ,0,8480873,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730098,219643,Jakob Chychrun,WSH,D,Shots On Goal,1.5,goblin,False,NJ,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,NJ,0,8479345,3.044,0.0,0.0,2.735,0.0,0.0,68,12,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10730110,57868,Nico Hischier,NJ,F,Shots On Goal,1.5,goblin,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8480002,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10735847,218074,Dougie Hamilton,NJ,D,Shots On Goal,1.5,goblin,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8476462,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
10735857,57870,Jesper Bratt,NJ,F,Shots On Goal,1.5,goblin,False,WSH,,,2026-03-20T19:00:00.000-04:00,137492,2026-03-20T12:33:16Z,shots_on_goal,SKATER,WSH,0,8479407,2.957,0.0,0.0,3.13,0.0,0.0,69,9,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA
