team_name,pp_name,league,gp,goals_conceded,goals_conceded_pg,shots_conceded_pg,clean_sheets,wins,draws,losses,OVERALL_DEF_RANK,DEF_TIER
Vasco da Gama,VASCO,Brazil,6,10.0,1.667,,0,1,0,3,13,Avg
Atlético-MG,ATLÉTICO-MG,Brazil,6,10.0,1.667,,0,1,0,3,13,Avg
Botafogo,BOTAFOGO,Brazil,4,9.0,2.25,,0,1,0,3,19,Weak
Remo,REMO,Brazil,6,11.0,1.833,,0,0,0,3,17,Weak
Cruzeiro,CRUZEIRO,Brazil,6,14.0,2.333,,0,0,0,3,20,Weak
Internacional,INTERNACIONAL,Brazil,6,8.0,1.333,,0,0,0,4,10,Above Avg
Bayern Munich,BAYERN MUNICH,Bundesliga,26,25.0,0.962,,0,21,0,1,1,Elite
Borussia Dortmund,DORTMUND,Bundesliga,26,26.0,1.0,,0,17,0,2,2,Elite
TSG Hoffenheim,HOFFENHEIM,Bundesliga,26,34.0,1.308,,0,15,0,6,4,Elite
VfB Stuttgart,STUTTGART,Bundesliga,26,34.0,1.308,,0,15,0,6,4,Elite
RB Leipzig,LEIPZIG,Bundesliga,26,35.0,1.346,,0,14,0,7,6,Above Avg
Bayer Leverkusen,LEVERKUSEN,Bundesliga,26,33.0,1.269,,0,13,0,7,3,Elite
Eintracht Frankfurt,FRANKFURT,Bundesliga,26,49.0,1.885,,0,10,0,8,16,Weak
SC Freiburg,FREIBURG,Bundesliga,26,43.0,1.654,,0,9,0,10,11,Avg
1. FC Union Berlin,UNION BERLIN,Bundesliga,26,42.0,1.615,,0,8,0,11,9,Above Avg
FC Augsburg,AUGSBURG,Bundesliga,26,45.0,1.731,,0,9,0,13,14,Avg
Hamburg SV,HAMBURG,Bundesliga,26,37.0,1.423,,0,7,0,10,7,Above Avg
Borussia Mönchengladbach,GLADBACH,Bundesliga,26,43.0,1.654,,0,7,0,12,11,Avg
Mainz,MAINZ,Bundesliga,26,41.0,1.577,,0,6,0,11,8,Above Avg
FC Cologne,KOLN,Bundesliga,26,44.0,1.692,,0,6,0,13,13,Avg
Werder Bremen,WERDER BREMEN,Bundesliga,26,47.0,1.808,,0,6,0,13,15,Weak
St. Pauli,ST. PAULI,Bundesliga,26,42.0,1.615,,0,6,0,14,9,Above Avg
VfL Wolfsburg,VFL WOLFSBURG,Bundesliga,26,56.0,2.154,,0,5,0,15,17,Weak
1. FC Heidenheim 1846,1. FC HEIDENHEIM 1846,Bundesliga,26,58.0,2.231,,0,3,0,18,18,Weak
Coventry City,COVENTRY CITY,Championship,38,40.0,1.053,,0,23,0,7,3,Elite
Middlesbrough,MIDDLESBROUGH,Championship,38,37.0,0.974,,0,20,0,8,1,Elite
Ipswich Town,IPSWICH,Championship,37,38.0,1.027,,0,19,0,7,2,Elite
Millwall,MILLWALL,Championship,38,43.0,1.132,,0,20,0,10,5,Elite
Hull City,HULL,Championship,38,56.0,1.474,,0,19,0,13,21,Weak
Wrexham,WREXHAM,Championship,37,47.0,1.27,,0,16,0,9,13,Avg
Southampton,SOUTHAMPTON,Championship,37,48.0,1.297,,0,15,0,10,17,Avg
Derby County,DERBY,Championship,38,48.0,1.263,,0,16,0,13,10,Above Avg
Birmingham City,BIRMINGHAM,Championship,38,48.0,1.263,,0,14,0,13,10,Above Avg
Watford,WATFORD,Championship,37,45.0,1.216,,0,13,0,11,8,Above Avg
Swansea City,SWANSEA,Championship,38,46.0,1.211,,0,15,0,16,7,Above Avg
Norwich City,NORWICH,Championship,37,45.0,1.216,,0,15,0,16,8,Above Avg
Stoke City,STOKE CITY,Championship,38,40.0,1.053,,0,14,0,15,3,Elite
Bristol City,BRISTOL CITY,Championship,38,49.0,1.289,,0,14,0,15,14,Avg
