player,player_norm,gsis_id,pfr_player_id,team,position,season,as_of_week,games,snap_pct_L3,snap_pct_season,wopr_L3,wopr_season,target_share_L3,target_share_season,air_yards_share_L3,route_pct_L3,route_pct_season,route_pct_source,targets_L3,receptions_L3
Foster Moreau,foster moreau,00-0034981,MoreFo00,HOU,TE,2026,1,1,44.0,44.0,0.0963,0.0963,0.0541,0.0541,0.0217,44.0,44.0,snap_proxy,2,2
Marlin Klein,marlin klein,00-0041472,KleiMa00,HOU,TE,2026,1,1,11.0,11.0,0.071,0.071,0.027,0.027,0.0435,11.0,11.0,snap_proxy,1,1
Jared Wayne,jared wayne,00-0038728,WaynJa01,HOU,WR,2026,1,1,32.0,32.0,0.0666,0.0666,0.027,0.027,0.0373,32.0,32.0,snap_proxy,1,1
Cade Stover,cade stover,00-0039359,StovCa00,HOU,TE,2026,1,1,30.0,30.0,0.0362,0.0362,0.027,0.027,-0.0062,30.0,30.0,snap_proxy,1,1
Woody Marks,woody marks,00-0040583,MarkWo00,HOU,RB,2026,1,1,51.0,51.0,0.0362,0.0362,0.027,0.027,-0.0062,51.0,51.0,snap_proxy,1,1
British Brooks,british brooks,nan,BrooBr01,HOU,RB,2026,1,1,0.0,0.0,,,,,,0.0,0.0,snap_proxy,0,0
Alec Pierce,alec pierce,00-0037664,PierAl00,IND,WR,2026,1,1,59.0,59.0,0.6691,0.6691,0.2069,0.2069,0.5124,59.0,59.0,snap_proxy,6,4
Keenan Allen,keenan allen,00-0030279,AlleKe00,IND,WR,2026,1,1,67.0,67.0,0.387,0.387,0.2069,0.2069,0.1095,67.0,67.0,snap_proxy,6,6
Tyler Warren,tyler warren,00-0040128,WarrTy00,IND,TE,2026,1,1,93.0,93.0,0.3387,0.3387,0.1724,0.1724,0.1144,93.0,93.0,snap_proxy,5,3
Josh Downs,josh downs,00-0038997,DownJo00,IND,WR,2026,1,1,89.0,89.0,0.3323,0.3323,0.1379,0.1379,0.1791,89.0,89.0,snap_proxy,4,2
Jonathan Taylor,jonathan taylor,00-0036223,TaylJo02,IND,RB,2026,1,1,89.0,89.0,0.2069,0.2069,0.1379,0.1379,0.0,89.0,89.0,snap_proxy,4,3
Laquon Treadwell,laquon treadwell,00-0032951,TreaLa00,IND,WR,2026,1,1,35.0,35.0,0.0657,0.0657,0.0345,0.0345,0.0199,35.0,35.0,snap_proxy,1,0
Andrew Ogletree,andrew ogletree,00-0037292,OgleAn00,IND,TE,2026,1,1,11.0,11.0,0.0622,0.0622,0.0345,0.0345,0.0149,11.0,11.0,snap_proxy,1,0
Ashton Dulin,ashton dulin,00-0035021,DuliAs00,IND,WR,2026,1,1,19.0,19.0,0.0517,0.0517,0.0345,0.0345,0.0,19.0,19.0,snap_proxy,1,0
Seth McGowan,seth mcgowan,00-0041125,McGoSe01,IND,RB,2026,1,1,11.0,11.0,0.0448,0.0448,0.0345,0.0345,-0.01,11.0,11.0,snap_proxy,1,1
Deion Burks,deion burks,nan,BurkDe02,IND,WR,2026,1,1,0.0,0.0,,,,,,0.0,0.0,snap_proxy,0,0
Mo Alie-Cox,mo alie cox,nan,AlieMo00,IND,TE,2026,1,1,26.0,26.0,,,,,,26.0,26.0,snap_proxy,0,0
Parker Washington,parker washington,00-0038606,WashPa01,JAX,WR,2026,1,1,61.0,61.0,0.7236,0.7236,0.2857,0.2857,0.4215,61.0,61.0,snap_proxy,6,5
Brian Thomas,brian thomas,00-0039893,ThomBr06,JAX,WR,2026,1,1,35.0,35.0,0.3416,0.3416,0.1429,0.1429,0.1818,35.0,35.0,snap_proxy,3,3
Brenton Strange,brenton strange,00-0038935,StraBr00,JAX,TE,2026,1,1,68.0,68.0,0.3126,0.3126,0.1429,0.1429,0.1405,68.0,68.0,snap_proxy,3,2
Jakobi Meyers,jakobi meyers,00-0034960,MeyeJa01,JAX,WR,2026,1,1,65.0,65.0,0.2267,0.2267,0.0952,0.0952,0.1198,65.0,65.0,snap_proxy,2,2
Josh Cameron,josh cameron,00-0041100,CameJo01,JAX,WR,2026,1,1,33.0,33.0,0.1949,0.1949,0.0952,0.0952,0.0744,33.0,33.0,snap_proxy,2,2
Nate Boerkircher,nate boerkircher,00-0041503,BoerNa00,JAX,TE,2026,1,1,67.0,67.0,0.0772,0.0772,0.0476,0.0476,0.0083,67.0,67.0,snap_proxy,1,1
Quintin Morris,quintin morris,00-0036590,MorrQu00,JAX,TE,2026,1,1,42.0,42.0,0.0772,0.0772,0.0476,0.0476,0.0083,42.0,42.0,snap_proxy,1,0
Ameer Abdullah,ameer abdullah,00-0032104,AbduAm00,JAX,RB,2026,1,1,9.0,9.0,0.0628,0.0628,0.0476,0.0476,-0.0124,9.0,9.0,snap_proxy,1,1
Travis Hunter,travis hunter,00-0040718,HuntTr00,JAX,WR,2026,1,1,7.0,7.0,0.0628,0.0628,0.0476,0.0476,-0.0124,7.0,7.0,snap_proxy,1,1
Bhayshul Tuten,bhayshul tuten,00-0040719,TuteBh00,JAX,RB,2026,1,1,49.0,49.0,0.057,0.057,0.0476,0.0476,-0.0207,49.0,49.0,snap_proxy,1,1
Chris Rodriguez,chris rodriguez,00-0038611,RodrCh00,JAX,RB,2026,1,1,40.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,snap_proxy,0,0
CJ Williams,cj williams,nan,WillCJ00,JAX,WR,2026,1,1,18.0,18.0,,,,,,18.0,18.0,snap_proxy,0,0
LeQuint Allen,lequint allen,nan,AlleLe01,JAX,RB,2026,1,1,2.0,2.0,,,,,,2.0,2.0,snap_proxy,0,0
Xavier Worthy,xavier worthy,00-0039894,WortXa00,KC,WR,2026,1,1,77.0,77.0,0.5811,0.5811,0.24,0.24,0.3158,77.0,77.0,snap_proxy,6,3
Travis Kelce,travis kelce,00-0030506,KelcTr00,KC,TE,2026,1,1,71.0,71.0,0.4526,0.4526,0.2,0.2,0.218,71.0,71.0,snap_proxy,5,3
Kenneth Walker III,kenneth walker,00-0038134,WalkKe00,KC,RB,2026,1,1,68.0,68.0,0.3495,0.3495,0.24,0.24,-0.015,68.0,68.0,snap_proxy,6,3
Tyquan Thornton,tyquan thornton,00-0038104,ThorTy00,KC,WR,2026,1,1,68.0,68.0,0.2495,0.2495,0.04,0.04,0.2707,68.0,68.0,snap_proxy,1,0
Rashee Rice,rashee rice,00-0039067,RiceRa01,KC,WR,2026,1,1,83.0,83.0,0.1516,0.1516,0.08,0.08,0.0451,83.0,83.0,snap_proxy,2,2
Cyrus Allen,cyrus allen,00-0040890,AlleCy00,KC,WR,2026,1,1,1.0,1.0,0.0863,0.0863,0.04,0.04,0.0376,1.0,1.0,snap_proxy,1,0
Noah Gray,noah gray,00-0036637,GrayNo00,KC,TE,2026,1,1,55.0,55.0,0.0863,0.0863,0.04,0.04,0.0376,55.0,55.0,snap_proxy,1,1
Jake Briningstool,jake briningstool,00-0040081,BrinJa00,KC,TE,2026,1,1,19.0,19.0,0.0811,0.0811,0.04,0.04,0.0301,19.0,19.0,snap_proxy,1,1
Emmett Johnson,emmett johnson,00-0041013,JohnEm01,KC,RB,2026,1,1,36.0,36.0,0.0779,0.0779,0.08,0.08,-0.0602,36.0,36.0,snap_proxy,2,2
Ben VanSumeren,ben vansumeren,00-0038489,VanSBe00,KC,FB,2026,1,1,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,snap_proxy,0,0
Jalen Royals,jalen royals,00-0040646,RoyaJa00,KC,WR,2026,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,snap_proxy,0,0
Nikko Remigio,nikko remigio,00-0038519,RemiNi00,KC,WR,2026,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,snap_proxy,0,0
Brashard Smith,brashard smith,nan,SmitBr09,KC,RB,2026,1,1,0.0,0.0,,,,,,0.0,0.0,snap_proxy,0,0
Ladd McConkey,ladd mcconkey,00-0039915,McCoLa00,LAC,WR,2026,1,1,49.0,49.0,0.6376,0.6376,0.2593,0.2593,0.3553,49.0,49.0,snap_proxy,7,5
Tre Harris,tre harris,00-0040727,HarrTr03,LAC,WR,2026,1,1,75.0,75.0,0.4538,0.4538,0.2222,0.2222,0.1722,75.0,75.0,snap_proxy,6,3
Quentin Johnston,quentin johnston,00-0038544,JohnQu02,LAC,WR,2026,1,1,78.0,78.0,0.4333,0.4333,0.2222,0.2222,0.1429,78.0,78.0,snap_proxy,6,2
David Njoku,david njoku,00-0033885,NjokDa00,LAC,TE,2026,1,1,55.0,55.0,0.3496,0.3496,0.1852,0.1852,0.1026,55.0,55.0,snap_proxy,5,5
Derius Davis,derius davis,00-0038573,DaviDe02,LAC,WR,2026,1,1,18.0,18.0,0.1966,0.1966,0.037,0.037,0.2015,18.0,18.0,snap_proxy,1,0
Oronde Gadsden II,oronde gadsden,00-0040189,GadsOr01,LAC,TE,2026,1,1,18.0,18.0,0.1291,0.1291,0.0741,0.0741,0.0256,18.0,18.0,snap_proxy,2,2
Alec Ingold,alec ingold,00-0035125,IngoAl01,LAC,FB,2026,1,1,38.0,38.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,snap_proxy,0,0
Charlie Kolar,charlie kolar,00-0038046,KolaCh00,LAC,TE,2026,1,1,55.0,55.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,snap_proxy,0,0
Keaton Mitchell,keaton mitchell,00-0038454,MitcKe01,LAC,RB,2026,1,1,31.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,snap_proxy,0,0
Omarion Hampton,omarion hampton,00-0040666,HampOm00,LAC,RB,2026,1,1,58.0,58.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,snap_proxy,0,0
Brenen Thompson,brenen thompson,nan,ThomBr07,LAC,WR,2026,1,1,18.0,18.0,,,,,,18.0,18.0,snap_proxy,0,0
KeAndre Lambert-Smith,keandre lambert smith,nan,LambKe01,LAC,WR,2026,1,1,0.0,0.0,,,,,,0.0,0.0,snap_proxy,0,0
Kimani Vidal,kimani vidal,nan,VidaKi00,LAC,RB,2026,1,1,7.0,7.0,,,,,,7.0,7.0,snap_proxy,0,0
Puka Nacua,puka nacua,00-0039075,NacuPu00,LAR,WR,2026,1,1,70.0,70.0,0.8157,0.8157,0.3333,0.3333,0.451,70.0,70.0,snap_proxy,9,5
Davante Adams,davante adams,00-0031381,AdamDa01,LAR,WR,2026,1,1,54.0,54.0,0.5337,0.5337,0.2222,0.2222,0.2863,54.0,54.0,snap_proxy,6,3
Kyren Williams,kyren williams,00-0037840,WillKy02,LAR,RB,2026,1,1,64.0,64.0,0.1859,0.1859,0.1111,0.1111,0.0275,64.0,64.0,snap_proxy,3,3
Colby Parkinson,colby parkinson,00-0036244,ParkCo02,LAR,TE,2026,1,1,77.0,77.0,0.1358,0.1358,0.0741,0.0741,0.0353,77.0,77.0,snap_proxy,2,1
Tyler Higbee,tyler higbee,00-0033110,HigbTy00,LAR,TE,2026,1,1,20.0,20.0,0.1358,0.1358,0.0741,0.0741,0.0353,20.0,20.0,snap_proxy,2,2
Terrance Ferguson,terrance ferguson,00-0040737,FergTe00,LAR,TE,2026,1,1,51.0,51.0,0.1214,0.1214,0.037,0.037,0.0941,51.0,51.0,snap_proxy,1,0
Konata Mumpfield,konata mumpfield,00-0040590,MumpKo00,LAR,WR,2026,1,1,26.0,26.0,0.0912,0.0912,0.037,0.037,0.051,26.0,26.0,snap_proxy,1,0
Jordan Whittington,jordan whittington,00-0039751,WhitJo04,LAR,WR,2026,1,1,41.0,41.0,0.0775,0.0775,0.037,0.037,0.0314,41.0,41.0,snap_proxy,1,1
Ronnie Rivers,ronnie rivers,00-0037557,RiveRo01,LAR,RB,2026,1,1,13.0,13.0,0.061,0.061,0.037,0.037,0.0078,13.0,13.0,snap_proxy,1,1
Davis Allen,davis allen,00-0039074,AlleDa02,LAR,TE,2026,1,1,34.0,34.0,0.0528,0.0528,0.037,0.037,-0.0039,34.0,34.0,snap_proxy,1,1
Blake Corum,blake corum,00-0039738,CoruBl00,LAR,RB,2026,1,1,23.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,snap_proxy,0,0
Xavier Smith,xavier smith,00-0038359,SmitXa00,LAR,WR,2026,1,1,26.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,snap_proxy,0,0
Jalen Nailor,jalen nailor,00-0037291,NailJa00,LV,WR,2026,1,1,60.0,60.0,0.4569,0.4569,0.1724,0.1724,0.2832,60.0,60.0,snap_proxy,5,3
Michael Mayer,michael mayer,00-0039066,MayeMi00,LV,TE,2026,1,1,81.0,81.0,0.4488,0.4488,0.2414,0.2414,0.1239,81.0,81.0,snap_proxy,7,6
Ashton Jeanty,ashton jeanty,00-0040122,JeanAs00,LV,RB,2026,1,1,74.0,74.0,0.3661,0.3661,0.2069,0.2069,0.0796,74.0,74.0,snap_proxy,6,6
Tre Tucker,tre tucker,00-0038563,TuckTr00,LV,WR,2026,1,1,71.0,71.0,0.3618,0.3618,0.1379,0.1379,0.2212,71.0,71.0,snap_proxy,4,2
Jack Bech,jack bech,00-0040729,BechJa00,LV,WR,2026,1,1,40.0,40.0,0.306,0.306,0.1379,0.1379,0.1416,40.0,40.0,snap_proxy,4,3
Malik Benson,malik benson,00-0040894,BensMa00,LV,WR,2026,1,1,10.0,10.0,0.1995,0.1995,0.069,0.069,0.1372,10.0,10.0,snap_proxy,2,1
Cody White,cody white,00-0035891,WhitCo05,LV,WR,2026,1,1,16.0,16.0,0.061,0.061,0.0345,0.0345,0.0133,16.0,16.0,snap_proxy,1,0
Connor Heyward,connor heyward,00-0037304,HeywCo00,LV,FB,2026,1,1,47.0,47.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,snap_proxy,0,0
Dareke Young,dareke young,00-0037093,YounDa02,LV,WR,2026,1,1,15.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,snap_proxy,0,0
Dylan Laube,dylan laube,00-0039407,LaubDy00,LV,RB,2026,1,1,15.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,snap_proxy,0,0
Mike Washington Jr.,mike washington,00-0040878,WashMi00,LV,RB,2026,1,1,19.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,snap_proxy,0,0
Chris Myarick,chris myarick,nan,MyarCh00,LV,TE,2026,1,1,7.0,7.0,,,,,,7.0,7.0,snap_proxy,0,0
Ian Thomas,ian thomas,nan,ThomIa00,LV,TE,2026,1,1,46.0,46.0,,,,,,46.0,46.0,snap_proxy,0,0
Malik Washington,malik washington,00-0039880,WashMa00,MIA,WR,2026,1,1,98.0,98.0,0.7503,0.7503,0.2963,0.2963,0.4369,98.0,98.0,snap_proxy,8,3
Caleb Douglas,caleb douglas,00-0041523,DougCa00,MIA,WR,2026,1,1,91.0,91.0,0.6086,0.6086,0.2593,0.2593,0.3139,91.0,91.0,snap_proxy,7,5
De'Von Achane,devon achane,00-0039040,AchaDe00,MIA,RB,2026,1,1,86.0,86.0,0.2868,0.2868,0.1852,0.1852,0.0129,86.0,86.0,snap_proxy,5,4
Chris Bell,chris bell,00-0041525,BellCh00,MIA,WR,2026,1,1,52.0,52.0,0.2063,0.2063,0.0741,0.0741,0.1359,52.0,52.0,snap_proxy,2,1
Kevin Coleman,kevin coleman,00-0041529,ColeKe03,MIA,WR,2026,1,1,29.0,29.0,0.1655,0.1655,0.0741,0.0741,0.0777,29.0,29.0,snap_proxy,2,0
Greg Dulcich,greg dulcich,00-0037252,DulcGr00,MIA,TE,2026,1,1,77.0,77.0,0.1134,0.1134,0.0741,0.0741,0.0032,77.0,77.0,snap_proxy,2,2
Will Kacmarek,will kacmarek,00-0041524,KacmWi00,MIA,TE,2026,1,1,25.0,25.0,0.0691,0.0691,0.037,0.037,0.0194,25.0,25.0,snap_proxy,1,0
Jaylen Wright,jaylen wright,00-0039874,WrigJa04,MIA,RB,2026,1,1,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,snap_proxy,0,0
DJ Herman,dj herman,nan,HermDJ00,MIA,FB,2026,1,1,27.0,27.0,,,,,,27.0,27.0,snap_proxy,0,0
Ollie Gordon,ollie gordon,nan,GordOl00,MIA,RB,2026,1,1,7.0,7.0,,,,,,7.0,7.0,snap_proxy,0,0
Ryan Miller,ryan miller,nan,MillRy01,MIA,WR,2026,1,1,0.0,0.0,,,,,,0.0,0.0,snap_proxy,0,0
Seydou Traore,seydou traore,nan,TraoSe00,MIA,TE,2026,1,1,0.0,0.0,,,,,,0.0,0.0,snap_proxy,0,0
Justin Jefferson,justin jefferson,00-0036322,JeffJu00,MIN,WR,2026,1,1,92.0,92.0,0.9051,0.9051,0.3913,0.3913,0.4545,92.0,92.0,snap_proxy,9,8
T.J. Hockenson,tj hockenson,00-0035229,HockTJ00,MIN,TE,2026,1,1,66.0,66.0,0.3937,0.3937,0.2174,0.2174,0.0966,66.0,66.0,snap_proxy,5,4
Josh Oliver,josh oliver,00-0035249,OlivJo00,MIN,TE,2026,1,1,65.0,65.0,0.3126,0.3126,0.1739,0.1739,0.0739,65.0,65.0,snap_proxy,4,2
Jordan Addison,jordan addison,00-0038994,AddiJo00,MIN,WR,2026,1,1,83.0,83.0,0.2378,0.2378,0.087,0.087,0.1534,83.0,83.0,snap_proxy,2,0
Jauan Jennings,jauan jennings,00-0036259,JennJa00,MIN,WR,2026,1,1,48.0,48.0,0.1845,0.1845,0.0435,0.0435,0.1705,48.0,48.0,snap_proxy,1,0
Aaron Jones,aaron jones,00-0033293,JoneAa00,MIN,RB,2026,1,1,46.0,46.0,0.0811,0.0811,0.0435,0.0435,0.0227,46.0,46.0,snap_proxy,1,0
DeeJay Dallas,deejay dallas,00-0036425,DallDe00,MIN,RB,2026,1,1,9.0,9.0,0.0692,0.0692,0.0435,0.0435,0.0057,9.0,9.0,snap_proxy,1,1
Jordan Mason,jordan mason,00-0037525,MasoJo00,MIN,RB,2026,1,1,45.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,snap_proxy,0,0
Myles Price,myles price,00-0040506,PricMy00,MIN,WR,2026,1,1,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,snap_proxy,0,0
Gavin Bartholomew,gavin bartholomew,nan,BartGa00,MIN,TE,2026,1,1,0.0,0.0,,,,,,0.0,0.0,snap_proxy,0,0
Max Bredeson,max bredeson,nan,BredMa00,MIN,FB,2026,1,1,37.0,37.0,,,,,,37.0,37.0,snap_proxy,0,0
Tai Felton,tai felton,nan,FeltTa00,MIN,WR,2026,1,1,5.0,5.0,,,,,,5.0,5.0,snap_proxy,0,0
DeMario Douglas,demario douglas,00-0038621,DougDe00,NE,WR,2026,1,1,62.0,62.0,0.4781,0.4781,0.2258,0.2258,0.1991,62.0,62.0,snap_proxy,7,5
Mack Hollins,mack hollins,00-0033555,HollMa00,NE,WR,2026,1,1,70.0,70.0,0.4383,0.4383,0.1613,0.1613,0.2805,70.0,70.0,snap_proxy,5,4
Romeo Doubs,romeo doubs,00-0037816,DoubRo00,NE,WR,2026,1,1,56.0,56.0,0.3827,0.3827,0.0968,0.0968,0.3394,56.0,56.0,snap_proxy,3,0
Rhamondre Stevenson,rhamondre stevenson,00-0036875,StevRh00,NE,RB,2026,1,1,85.0,85.0,0.2713,0.2713,0.1935,0.1935,-0.0271,85.0,85.0,snap_proxy,6,5
A.J. Brown,aj brown,00-0035676,BrowAJ00,NE,WR,2026,1,1,44.0,44.0,0.2537,0.2537,0.129,0.129,0.086,44.0,44.0,snap_proxy,4,3
Hunter Henry,hunter henry,00-0033090,HenrHu00,NE,TE,2026,1,1,76.0,76.0,0.1832,0.1832,0.0968,0.0968,0.0543,76.0,76.0,snap_proxy,3,3
Lan Larison,lan larison,00-0040568,LariLa00,NE,RB,2026,1,1,4.0,4.0,0.0873,0.0873,0.0645,0.0645,-0.0136,4.0,4.0,snap_proxy,2,2
Eli Raridon,eli raridon,00-0041395,RariEl00,NE,TE,2026,1,1,54.0,54.0,0.0547,0.0547,0.0323,0.0323,0.009,54.0,54.0,snap_proxy,1,1
Corey Kiner,corey kiner,00-0040556,KineCo00,NE,RB,2026,1,1,11.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,snap_proxy,0,0
Kyle Williams,kyle williams,00-0040131,WillKy03,NE,WR,2026,1,1,17.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,snap_proxy,0,0
Cameron Latu,cameron latu,nan,LatuCa01,NE,TE,2026,1,1,0.0,0.0,,,,,,0.0,0.0,snap_proxy,0,0
Reggie Gilliam,reggie gilliam,nan,GillRe00,NE,FB,2026,1,1,18.0,18.0,,,,,,18.0,18.0,snap_proxy,0,0
Tanner Arkin,tanner arkin,nan,ArkiTa00,NE,TE,2026,1,1,0.0,0.0,,,,,,0.0,0.0,snap_proxy,0,0
Chris Olave,chris olave,00-0037239,OlavCh00,NO,WR,2026,1,1,86.0,86.0,0.7141,0.7141,0.25,0.25,0.4845,86.0,86.0,snap_proxy,13,10
Devaughn Vele,devaughn vele,00-0039424,VeleDe00,NO,WR,2026,1,1,91.0,91.0,0.3509,0.3509,0.1731,0.1731,0.1304,91.0,91.0,snap_proxy,9,7
Juwan Johnson,juwan johnson,00-0036040,JohnJu02,NO,TE,2026,1,1,84.0,84.0,0.3135,0.3135,0.1346,0.1346,0.1594,84.0,84.0,snap_proxy,7,3
Noah Fant,noah fant,00-0035644,FantNo00,NO,TE,2026,1,1,41.0,41.0,0.3003,0.3003,0.1538,0.1538,0.0994,41.0,41.0,snap_proxy,8,4
Travis Etienne,travis etienne,00-0036973,EtieTr00,NO,RB,2026,1,1,59.0,59.0,0.2567,0.2567,0.1731,0.1731,-0.0041,59.0,59.0,snap_proxy,9,7
Bryce Lance,bryce lance,00-0041067,LancBr00,NO,WR,2026,1,1,69.0,69.0,0.1734,0.1734,0.0769,0.0769,0.0828,69.0,69.0,snap_proxy,4,3
CJ Donaldson,cj donaldson,00-0041326,DonaCJ00,NO,RB,2026,1,1,17.0,17.0,0.0649,0.0649,0.0385,0.0385,0.0104,17.0,17.0,snap_proxy,2,1
Barion Brown,barion brown,00-0041099,BrowBa02,NO,WR,2026,1,1,8.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,snap_proxy,0,0
Kendre Miller,kendre miller,00-0038551,MillKe01,NO,RB,2026,1,1,29.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,snap_proxy,0,0
Treyton Welch,treyton welch,00-0039518,WelcTr00,NO,TE,2026,1,1,11.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,snap_proxy,0,0
Kevin Austin,kevin austin,nan,AustKe00,NO,WR,2026,1,1,6.0,6.0,,,,,,6.0,6.0,snap_proxy,0,0
Malik Nabers,malik nabers,00-0039337,NabeMa00,NYG,WR,2026,1,1,52.0,52.0,0.7598,0.7598,0.3103,0.3103,0.4204,52.0,52.0,snap_proxy,9,6
Isaiah Likely,isaiah likely,00-0037838,LikeIs00,NYG,TE,2026,1,1,49.0,49.0,0.5967,0.5967,0.2759,0.2759,0.2612,49.0,49.0,snap_proxy,8,8
Malachi Fields,malachi fields,00-0041042,FielMa00,NYG,WR,2026,1,1,72.0,72.0,0.4098,0.4098,0.1379,0.1379,0.2898,72.0,72.0,snap_proxy,4,2
Darnell Mooney,darnell mooney,00-0036309,MoonDa00,NYG,WR,2026,1,1,57.0,57.0,0.1749,0.1749,0.069,0.069,0.102,57.0,57.0,snap_proxy,2,2
Devin Singletary,devin singletary,00-0035250,SingDe00,NYG,RB,2026,1,1,36.0,36.0,0.1612,0.1612,0.1379,0.1379,-0.0653,36.0,36.0,snap_proxy,4,4
Theo Johnson,theo johnson,00-0039847,JohnTh00,NYG,TE,2026,1,1,46.0,46.0,0.0574,0.0574,0.0345,0.0345,0.0082,46.0,46.0,snap_proxy,1,1
Patrick Ricard,patrick ricard,00-0033376,RicaPa00,NYG,FB,2026,1,1,54.0,54.0,0.0403,0.0403,0.0345,0.0345,-0.0163,54.0,54.0,snap_proxy,1,0
Braxton Berrios,braxton berrios,00-0034419,BerrBr00,NYG,WR,2026,1,1,17.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,snap_proxy,0,0
Cam Skattebo,cam skattebo,00-0040715,SkatCa00,NYG,RB,2026,1,1,61.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,snap_proxy,0,0
Tyrone Tracy Jr.,tyrone tracy,00-0039384,TracTy00,NYG,RB,2026,1,1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,snap_proxy,0,0
Chris Manhertz,chris manhertz,nan,ManhCh00,NYG,TE,2026,1,1,35.0,35.0,,,,,,35.0,35.0,snap_proxy,0,0
Odell Beckham Jr.,odell beckham,nan,BeckOd00,NYG,WR,2026,1,1,16.0,16.0,,,,,,16.0,16.0,snap_proxy,0,0
Garrett Wilson,garrett wilson,00-0037740,WilsGa00,NYJ,WR,2026,1,1,75.0,75.0,0.7774,0.7774,0.3043,0.3043,0.4583,75.0,75.0,snap_proxy,7,6
Adonai Mitchell,adonai mitchell,00-0039890,MitcAd00,NYJ,WR,2026,1,1,69.0,69.0,0.4415,0.4415,0.1304,0.1304,0.3512,69.0,69.0,snap_proxy,3,3
Mason Taylor,mason taylor,00-0040736,TaylMa02,NYJ,TE,2026,1,1,66.0,66.0,0.1998,0.1998,0.1304,0.1304,0.006,66.0,66.0,snap_proxy,3,2
Kenyon Sadiq,kenyon sadiq,00-0041032,SadiKe00,NYJ,TE,2026,1,1,42.0,42.0,0.1957,0.1957,0.1304,0.1304,0.0,42.0,42.0,snap_proxy,3,3
Breece Hall,breece hall,00-0038120,HallBr03,NYJ,RB,2026,1,1,58.0,58.0,0.1429,0.1429,0.087,0.087,0.0179,58.0,58.0,snap_proxy,2,2
Isaiah Williams,isaiah williams,00-0039451,WillIs03,NYJ,WR,2026,1,1,60.0,60.0,0.0944,0.0944,0.0435,0.0435,0.0417,60.0,60.0,snap_proxy,1,1
Arian Smith,arian smith,00-0040582,SmitAr01,NYJ,WR,2026,1,1,3.0,3.0,0.0819,0.0819,0.0435,0.0435,0.0238,3.0,3.0,snap_proxy,1,0
Omar Cooper,omar cooper,00-0041511,CoopOm00,NYJ,WR,2026,1,1,7.0,7.0,0.0819,0.0819,0.0435,0.0435,0.0238,7.0,7.0,snap_proxy,1,1
Jeremy Ruckert,jeremy ruckert,00-0037805,RuckJe00,NYJ,TE,2026,1,1,43.0,43.0,0.0694,0.0694,0.0435,0.0435,0.006,43.0,43.0,snap_proxy,1,1
Braelon Allen,braelon allen,00-0039794,AlleBr05,NYJ,RB,2026,1,1,40.0,40.0,0.0652,0.0652,0.0435,0.0435,0.0,40.0,40.0,snap_proxy,1,0
Andrew Beck,andrew beck,nan,BeckAn01,NYJ,FB,2026,1,1,13.0,13.0,,,,,,13.0,13.0,snap_proxy,0,0
Isaiah Davis,isaiah davis,nan,DaviIs00,NYJ,RB,2026,1,1,0.0,0.0,,,,,,0.0,0.0,snap_proxy,0,0
Jelani Woods,jelani woods,nan,WoodJe01,NYJ,TE,2026,1,1,24.0,24.0,,,,,,24.0,24.0,snap_proxy,0,0
DeVonta Smith,devonta smith,00-0036912,SmitDe07,PHI,WR,2026,1,1,95.0,95.0,0.6549,0.6549,0.2727,0.2727,0.3511,95.0,95.0,snap_proxy,6,3
Dontayvion Wicks,dontayvion wicks,00-0038393,WickDo00,PHI,WR,2026,1,1,91.0,91.0,0.5185,0.5185,0.1818,0.1818,0.3511,91.0,91.0,snap_proxy,4,2
Dallas Goedert,dallas goedert,00-0034351,GoedDa00,PHI,TE,2026,1,1,95.0,95.0,0.5027,0.5027,0.2273,0.2273,0.2311,95.0,95.0,snap_proxy,5,4
