projection_id,player_name,team,prop_type,line_score,start_time,sport,league,pick_type,standard_line,goblin_line,demon_line,pp_projection_id,player_id,pp_game_id,player,line,pos,opp_team,pp_home_team,pp_away_team,image_url,tournament,pp_updated_at,fetched_at,prop_norm,is_doubles,pp_description,unsupported_prop,espn_athlete_id,tour,standard_line_source,deviation_level,opp_def_tier,DEF_TIER,OVERALL_DEF_RANK,stat_status,aces_per_match,double_faults_per_match,first_serve_pct,games_won_per_match,sets_won_per_match,win_rate_L10,best_surface,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,actual_series,surface,surface_encoded,aces_per_match_mean,df_per_match_mean,first_serve_won_pct,win_rate_on_surface,n_matches_on_surface,surface_specialist,surface_struggle,h2h_win_rate_on_surface,n_h2h_matches,hit_rate_status,line_games_played_5,line_hits_over_5,line_hits_under_5,line_hits_push_5,line_hit_rate_over_5,line_hit_rate_under_5,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,l5_over,l5_under,last5_over,last5_under,last5_push,line_games_played_10,line_hits_over_10,line_hits_under_10,line_hits_push_10,line_hit_rate_over_10,line_hit_rate_under_10,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,round,is_grand_slam,player_atp_rank,opponent_rank,ranking_diff,position_group,minutes_tier,shot_role,usage_role,game_script_mult,game_script_note,avg_minutes,composite_hit_rate,composite_score,projection,edge,ml_prob,edge_score,rank_score,line_hit_rate,ml_edge,final_score,consistency_grade,consistency_multiplier,blended_score,bet_direction,tier_source,tier_basis,tier,void_reason,espn_player_id,abs_edge,model_dir,final_bet_direction,final_dir_reason,direction,prob_source,distribution_n,distribution_std
14633677,Anastasia Tikhonova,ANASTASIA TIKHONOVA,Aces,3.5,2026-09-09T11:00:00.000-04:00,Tennis,WTA / HARD,Goblin,5.0,,,14633677,217450,185782,Anastasia Tikhonova,3.5,Player,NAO HIBINO,,,https://static.flashscore.com/res/image/data/2Nx23jwS-xnYae4aa.png,,2026-09-08T12:11:15.332-04:00,2026-09-08T13:10:29-04:00,aces,0,,0,5626,WTA,offset_estimate,1,Weak,Weak,250,STALE_HISTORY,,,,,,,,,,,,,,,,,,,,,,hard,0,,,,,,,,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,250,250.0,0.0,WTA,2,SERVE_HEAVY,FIELD,1,,,0.5,1.0,3.5,0.0,0.08,-0.42,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.374,OVER,distance,distance,C,,5626,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14621908,Mirra Andreeva,MIRRA ANDREEVA,Double Faults,3.5,2026-09-09T11:30:00.000-04:00,Tennis,WTA / HARD,Goblin,5.0,,,14621908,203182,185779,Mirra Andreeva,3.5,Player,COCO GAUFF,,,https://static.prizepicks.com/images/manual/Mirra Head.png,,2026-09-08T09:48:12.325-04:00,2026-09-08T13:10:29-04:00,double_faults,0,,0,9820,WTA,offset_estimate,1,Elite,Elite,4,STALE_HISTORY,,,0.6207178578839927,,,,,,,,,,,,,,,,,,,hard,0,3.203125,3.875,0.6843839180264356,0.7272727272727273,66.0,1.0,0.0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,5,4.0,1.0,WTA,2,NEUTRAL,ELITE,1,,,0.5,1.0,3.5,0.0,0.08,-0.42,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.374,OVER,distance,distance,C,,9820,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14624575,Alexander Zverev,ALEXANDER ZVEREV,Double Faults,3.5,2026-09-09T11:30:00.000-04:00,Tennis,ATP / HARD,Goblin,5.0,,,14624575,201395,185810,Alexander Zverev,3.5,Player,BOTIC VAN DE ZANDSCHULP,,,https://static.prizepicks.com/images/manual/Alexander Zverev.png,,2026-09-08T09:48:12.325-04:00,2026-09-08T13:10:29-04:00,double_faults,0,,0,2375,ATP,offset_estimate,1,Below Avg,Below Avg,70,STALE_HISTORY,,,0.7261248892215003,,,,,,,,,,,,,,,,,,,hard,0,8.821428571428571,1.571428571428571,0.7661283351954835,0.7209302325581395,86.0,1.0,0.0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,2,70.0,-68.0,ATP,2,NEUTRAL,ELITE,1,,,0.5,0.95,3.5,0.0,0.08,-0.42,3.734391401869159,0.5,0.03000000000000003,3.547671831775701,?,0.95,0.374,OVER,distance,distance,C,,2375,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14593922,Frances Tiafoe,FRANCES TIAFOE,Aces,6.5,2026-09-08T13:45:00.000-04:00,Tennis,ATP / HARD,Goblin,8.0,,,14593922,201267,185558,Frances Tiafoe,6.5,Player,ALEX MICHELSEN,,,https://static.prizepicks.com/images/manual/tiafoe.png,,2026-09-08T13:10:19.092-04:00,2026-09-08T13:10:29-04:00,aces,0,,0,2708,ATP,offset_estimate,1,Avg,Avg,46,STALE_HISTORY,,,0.5948380261102764,,,,,,,,,,,,,,,,,,,hard,0,8.310344827586206,2.155172413793104,0.7471931813542996,0.55,60.0,0.0,0.0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,12,46.0,-34.0,ATP,2,SERVE_HEAVY,ELITE,1,,,0.5,1.0,6.5,0.0,0.08,-0.42,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.374,OVER,distance,distance,C,,2708,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14622954,Anna Blinkova,ANNA BLINKOVA,1st Set Total Games,6.5,2026-09-08T16:50:00.000-04:00,Tennis,WTA / HARD,Goblin,7.5,,,14622954,202551,185548,Anna Blinkova,6.5,Player,UNKNOWN_OPP,,,https://img0.aiscore.com/v2/team/50661a662f2c17c71e091313d42d6836.png!w80,,2026-09-08T07:33:50.424-04:00,2026-09-08T13:10:29-04:00,total_sets,0,,0,2902,WTA,sibling_or_pp,1,N/A,N/A,N/A,STALE_HISTORY,,,0.6064362560692222,,,,,,,,,,,,,,,,,,,hard,0,1.30952380952381,3.523809523809524,0.5812297867971739,0.4761904761904761,42.0,0.0,0.0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,95,,,WTA,2,NEUTRAL,FIELD,1,,,0.5,1.0,6.5,0.0,0.58,0.08,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.524,OVER,distance,distance,C,,2902,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14624745,Botic Van de Zandschulp,BOTIC VAN DE ZANDSCHULP,Double Faults,6.5,2026-09-09T11:30:00.000-04:00,Tennis,ATP / HARD,Goblin,8.0,,,14624745,235668,185810,Botic Van de Zandschulp,6.5,Player,ALEXANDER ZVEREV,,,https://static.prizepicks.com/images/manual/Botic_Van_de_Zandschulp.png,,2026-09-08T09:48:12.325-04:00,2026-09-08T13:10:29-04:00,double_faults,0,,0,3310,ATP,offset_estimate,1,Elite,Elite,2,STALE_HISTORY,,,0.6199747127792538,,,,,,,,,,,,,,,,,,,hard,0,6.48936170212766,4.574468085106383,0.7424482963417903,0.4375,48.0,0.0,0.0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,70,2.0,68.0,ATP,2,NEUTRAL,FIELD,1,,,0.5,1.05,6.5,0.0,0.08,-0.42,4.311480560747664,0.5,0.03000000000000003,4.095906532710281,?,0.95,0.374,OVER,distance,distance,C,,3310,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14625698,Alexander Zverev,ALEXANDER ZVEREV,Aces,11.5,2026-09-09T11:30:00.000-04:00,Tennis,ATP / HARD,Goblin,13.5,,,14625698,201395,185810,Alexander Zverev,11.5,Player,BOTIC VAN DE ZANDSCHULP,,,https://static.prizepicks.com/images/manual/Alexander Zverev.png,,2026-09-08T09:48:12.325-04:00,2026-09-08T13:10:29-04:00,aces,0,,0,2375,ATP,sibling_or_pp,2,Below Avg,Below Avg,70,STALE_HISTORY,,,0.7261248892215003,,,,,,,,,,,,,,,,,,,hard,0,8.821428571428571,1.571428571428571,0.7661283351954835,0.7209302325581395,86.0,1.0,0.0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,2,70.0,-68.0,ATP,2,SERVE_HEAVY,ELITE,1,,,0.5,0.95,11.5,0.0,0.08,-0.42,3.734391401869159,0.5,0.03000000000000003,3.547671831775701,?,0.95,0.374,OVER,distance,distance,B,,2375,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14585711,Ben Shelton,BEN SHELTON,Aces,9.5,2026-09-08T20:10:00.000-04:00,Tennis,ATP / HARD,Goblin,10.0,,,14585711,201258,185581,Ben Shelton,9.5,Player,CARLOS ALCARAZ,,,https://static.prizepicks.com/images/manual/Ben Shelton.png,,2026-09-08T07:41:39.843-04:00,2026-09-08T13:10:29-04:00,aces,0,,0,9250,ATP,sibling_or_pp,1,Elite,Elite,3,STALE_HISTORY,,,0.6753995623116001,,,,,,,,,,,,,,,,,,,hard,0,10.06849315068493,2.547945205479452,0.7700546496212411,0.6575342465753424,73.0,1.0,0.0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,9,3.0,6.0,ATP,2,SERVE_HEAVY,ELITE,1,,,0.5,1.0,9.5,0.0,0.08,-0.42,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.374,OVER,distance,distance,D,,9250,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14622343,Leolia Jeanjean,LEOLIA JEANJEAN,Aces,2.5,2026-09-08T14:30:00.000-04:00,Tennis,WTA / HARD,Goblin,4.0,,,14622343,207629,185728,Leolia Jeanjean,2.5,Player,UNKNOWN_OPP,,,https://www.flashscore.com/res/image/data/bZBG1QdM-GK1ed7D0.png,,2026-09-08T07:41:39.843-04:00,2026-09-08T13:10:29-04:00,aces,0,,0,4453,WTA,offset_estimate,1,N/A,N/A,N/A,STALE_HISTORY,,,0.6112936114874284,,,,,,,,,,,,,,,,,,,hard,0,2.090909090909091,3.090909090909091,0.6197358235798843,0.1428571428571428,14.0,0.0,1.0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,127,,,WTA,2,SERVE_HEAVY,FIELD,1,,,0.5,1.0,2.5,0.0,0.08,-0.42,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.374,OVER,distance,distance,C,,4453,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14622350,Ena Koike,ENA KOIKE,Aces,2.5,2026-09-08T15:40:00.000-04:00,Tennis,WTA / HARD,Goblin,4.0,,,14622350,268977,185730,Ena Koike,2.5,Player,NADIA PODOROSKA,,,https://static.prizepicks.com/images/manual/EnaKoike.webp,,2026-09-08T07:41:39.843-04:00,2026-09-08T13:10:29-04:00,aces,0,,0,11378,WTA,offset_estimate,1,Weak,Weak,250,STALE_HISTORY,,,,,,,,,,,,,,,,,,,,,,hard,0,,,,,,,,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,250,250.0,0.0,WTA,2,SERVE_HEAVY,FIELD,1,,,0.5,1.0,2.5,0.0,0.08,-0.42,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.374,OVER,distance,distance,C,,11378,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14622357,Nadia Podoroska,NADIA PODOROSKA,Aces,2.5,2026-09-08T15:40:00.000-04:00,Tennis,WTA / HARD,Goblin,4.0,,,14622357,201923,185730,Nadia Podoroska,2.5,Player,ENA KOIKE,,,https://static.prizepicks.com/images/manual/Nadia Podoroska.png,,2026-09-08T07:41:39.843-04:00,2026-09-08T13:10:29-04:00,aces,0,,0,3256,WTA,offset_estimate,1,Weak,Weak,250,STALE_HISTORY,,,0.6340921287833265,,,,,,,,,,,,,,,,,,,hard,0,2.777777777777778,4.333333333333333,0.6237658956204709,0.4545454545454545,11.0,0.0,0.0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,250,250.0,0.0,WTA,2,SERVE_HEAVY,FIELD,1,,,0.5,1.0,2.5,0.0,0.08,-0.42,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.374,OVER,distance,distance,C,,3256,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14585607,Carlos Alcaraz,CARLOS ALCARAZ,Double Faults,2.5,2026-09-08T20:10:00.000-04:00,Tennis,ATP / HARD,Goblin,3.5,,,14585607,201284,185581,Carlos Alcaraz,2.5,Player,BEN SHELTON,,,https://static.prizepicks.com/images/manual/Carlos Alcaraz3.png,,2026-09-08T07:41:39.843-04:00,2026-09-08T13:10:29-04:00,double_faults,0,,0,3782,ATP,sibling_or_pp,1,Elite,Elite,9,STALE_HISTORY,,,0.652953811679599,,,,,,,,,,,,,,,,,,,hard,0,5.626506024096385,2.060240963855421,0.7694979195459459,0.8433734939759037,83.0,1.0,0.0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,3,9.0,-6.0,ATP,2,NEUTRAL,ELITE,1,,,0.5,1.0,2.5,0.0,0.08,-0.42,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.374,OVER,distance,distance,C,,3782,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14599797,Aurora Zantedeschi,AURORA ZANTEDESCHI,Aces,2.5,2026-09-09T04:30:00.000-04:00,Tennis,WTA / HARD,Goblin,4.0,,,14599797,247239,185652,Aurora Zantedeschi,2.5,Player,LINA GJORCHESKA,,,https://static.flashscore.com/res/image/data/0QC5dYDa-z9AWrQfb.png,,2026-09-08T09:48:12.325-04:00,2026-09-08T13:10:29-04:00,aces,0,,0,5160,WTA,offset_estimate,1,Weak,Weak,250,STALE_HISTORY,,,,,,,,,,,,,,,,,,,,,,hard,0,,,,,,,,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,250,250.0,0.0,WTA,2,SERVE_HEAVY,FIELD,1,,,0.5,1.0,2.5,0.0,0.08,-0.42,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.374,OVER,distance,distance,C,,5160,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14599801,Aurora Zantedeschi,AURORA ZANTEDESCHI,Double Faults,2.5,2026-09-09T04:30:00.000-04:00,Tennis,WTA / HARD,Goblin,4.0,,,14599801,247239,185652,Aurora Zantedeschi,2.5,Player,LINA GJORCHESKA,,,https://static.flashscore.com/res/image/data/0QC5dYDa-z9AWrQfb.png,,2026-09-08T09:48:12.325-04:00,2026-09-08T13:10:29-04:00,double_faults,0,,0,5160,WTA,offset_estimate,1,Weak,Weak,250,STALE_HISTORY,,,,,,,,,,,,,,,,,,,,,,hard,0,,,,,,,,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,250,250.0,0.0,WTA,2,NEUTRAL,FIELD,1,,,0.5,1.0,2.5,0.0,0.08,-0.42,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.374,OVER,distance,distance,C,,5160,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14599808,Lina Gjorcheska,LINA GJORCHESKA,Aces,2.5,2026-09-09T04:30:00.000-04:00,Tennis,WTA / HARD,Goblin,4.0,,,14599808,247080,185652,Lina Gjorcheska,2.5,Player,AURORA ZANTEDESCHI,,,https://static.flashscore.com/res/image/data/4dOS4REG-tvVEzhU4.png,,2026-09-08T09:48:12.325-04:00,2026-09-08T13:10:29-04:00,aces,0,,0,3031,WTA,offset_estimate,1,Weak,Weak,250,STALE_HISTORY,,,,,,,,,,,,,,,,,,,,,,hard,0,,,,,,,,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,250,250.0,0.0,WTA,2,SERVE_HEAVY,FIELD,1,,,0.5,1.0,2.5,0.0,0.08,-0.42,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.374,OVER,distance,distance,C,,3031,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14633434,Dalma Galfi,DALMA GALFI,Aces,2.5,2026-09-09T09:10:00.000-04:00,Tennis,WTA / HARD,Goblin,4.0,,,14633434,207690,185866,Dalma Galfi,2.5,Player,NURIA BRANCACCIO,,,https://static.prizepicks.com/images/manual/dalma.png,,2026-09-08T12:05:14.865-04:00,2026-09-08T13:10:29-04:00,aces,0,,0,2764,WTA,offset_estimate,1,Weak,Weak,250,STALE_HISTORY,,,0.6333173808396075,,,,,,,,,,,,,,,,,,,hard,0,4.428571428571429,3.214285714285714,0.6604909917738323,0.1428571428571428,14.0,0.0,1.0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,250,250.0,0.0,WTA,2,SERVE_HEAVY,FIELD,1,,,0.5,1.0,2.5,0.0,0.08,-0.42,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.374,OVER,distance,distance,C,,2764,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14633448,Nuria Brancaccio,NURIA BRANCACCIO,Double Faults,2.5,2026-09-09T09:10:00.000-04:00,Tennis,WTA / HARD,Goblin,4.0,,,14633448,202405,185866,Nuria Brancaccio,2.5,Player,DALMA GALFI,,,https://www.flashscore.com/res/image/data/dKrfR6Ea-GpRwzSga.png,,2026-09-08T12:05:15.644-04:00,2026-09-08T13:10:29-04:00,double_faults,0,,0,5168,WTA,offset_estimate,1,Weak,Weak,250,STALE_HISTORY,,,,,,,,,,,,,,,,,,,,,,hard,0,,,,,,,,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,250,250.0,0.0,WTA,2,NEUTRAL,FIELD,1,,,0.5,1.0,2.5,0.0,0.08,-0.42,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.374,OVER,distance,distance,C,,5168,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14633688,Nao Hibino,NAO HIBINO,Double Faults,2.5,2026-09-09T11:00:00.000-04:00,Tennis,WTA / HARD,Goblin,4.0,,,14633688,204436,185782,Nao Hibino,2.5,Player,ANASTASIA TIKHONOVA,,,https://www.flashscore.com/res/image/data/KxS8M9dM-G0BIjPpT.png,,2026-09-08T12:11:16.169-04:00,2026-09-08T13:10:29-04:00,double_faults,0,,0,2043,WTA,offset_estimate,1,Weak,Weak,250,STALE_HISTORY,,,0.6573377914017103,,,,,,,,,,,,,,,,,,,hard,0,1.875,3.25,0.5410282497501924,0.2222222222222222,9.0,0.0,0.0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,250,250.0,0.0,WTA,2,NEUTRAL,FIELD,1,,,0.5,1.0,2.5,0.0,0.08,-0.42,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.374,OVER,distance,distance,C,,2043,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14598203,Jennifer Ruggeri,JENNIFER RUGGERI,Double Faults,8.5,2026-09-08T13:15:00.000-04:00,Tennis,WTA / HARD,Goblin,10.0,,,14598203,263151,185648,Jennifer Ruggeri,8.5,Player,MARTINA TREVISAN,,,https://static.prizepicks.com/images/manual/Jennifer Ruggeri.png,,2026-09-08T12:54:31.065-04:00,2026-09-08T13:10:29-04:00,double_faults,0,,0,6576,WTA,offset_estimate,1,Weak,Weak,250,STALE_HISTORY,,,,,,,,,,,,,,,,,,,,,,hard,0,,,,,,,,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,250,250.0,0.0,WTA,2,NEUTRAL,FIELD,1,,,0.5,1.0,8.5,0.0,0.08,-0.42,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.374,OVER,distance,distance,C,,6576,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14619983,Nadia Podoroska,NADIA PODOROSKA,1st Set Total Games,8.5,2026-09-08T15:40:00.000-04:00,Tennis,WTA / HARD,Goblin,10.0,,,14619983,201923,185730,Nadia Podoroska,8.5,Player,ENA KOIKE,,,https://static.prizepicks.com/images/manual/Nadia Podoroska.png,,2026-09-08T07:33:50.424-04:00,2026-09-08T13:10:29-04:00,total_sets,0,,0,3256,WTA,offset_estimate,1,Weak,Weak,250,STALE_HISTORY,,,0.6340921287833265,,,,,,,,,,,,,,,,,,,hard,0,2.777777777777778,4.333333333333333,0.6237658956204709,0.4545454545454545,11.0,0.0,0.0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,250,250.0,0.0,WTA,2,NEUTRAL,FIELD,1,,,0.5,1.0,8.5,0.0,0.58,0.08,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.524,OVER,distance,distance,C,,3256,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14581326,Jessica Pegula,JESSICA PEGULA,1st Set Total Games,8.5,2026-09-08T19:00:00.000-04:00,Tennis,WTA / HARD,Goblin,10.0,,,14581326,201369,185590,Jessica Pegula,8.5,Player,EMMA NAVARRO,,,https://www.flashscore.com/res/image/data/GS3hkKzB-A19CsvyR.png,,2026-09-08T07:33:50.424-04:00,2026-09-08T13:10:29-04:00,total_sets,0,,0,2113,WTA,offset_estimate,1,Avg,Avg,27,STALE_HISTORY,,,0.6293953459627286,,,,,,,,,,,,,,,,,,,hard,0,3.320987654320988,1.987654320987654,0.6920522626365668,0.7142857142857143,84.0,1.0,0.0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,3,27.0,-24.0,WTA,2,NEUTRAL,ELITE,1,,,0.5,1.0,8.5,0.0,0.58,0.08,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.524,OVER,distance,distance,C,,2113,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14586914,Ben Shelton,BEN SHELTON,Aces,8.5,2026-09-08T20:10:00.000-04:00,Tennis,ATP / HARD,Goblin,10.0,,,14586914,201258,185581,Ben Shelton,8.5,Player,CARLOS ALCARAZ,,,https://static.prizepicks.com/images/manual/Ben Shelton.png,,2026-09-08T07:41:39.843-04:00,2026-09-08T13:10:29-04:00,aces,0,,0,9250,ATP,sibling_or_pp,2,Elite,Elite,3,STALE_HISTORY,,,0.6753995623116001,,,,,,,,,,,,,,,,,,,hard,0,10.06849315068493,2.547945205479452,0.7700546496212411,0.6575342465753424,73.0,1.0,0.0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,9,3.0,6.0,ATP,2,SERVE_HEAVY,ELITE,1,,,0.5,1.0,8.5,0.0,0.08,-0.42,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.374,OVER,distance,distance,C,,9250,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14629246,Leyre Romero Gormaz,LEYRE ROMERO GORMAZ,1st Set Total Games,8.5,2026-09-09T06:10:00.000-04:00,Tennis,WTA / CLAY,Goblin,10.0,,,14629246,201929,185848,Leyre Romero Gormaz,8.5,Player,ALEVTINA IBRAGIMOVA,,,https://static.prizepicks.com/images/manual/lorireyes12.png,,2026-09-08T09:45:28.658-04:00,2026-09-08T13:10:29-04:00,total_sets,0,,0,10676,WTA,offset_estimate,1,Weak,Weak,250,STALE_HISTORY,,,,,,,,,,,,,,,,,,,,,,clay,0,,,,,,,,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,145,250.0,-105.0,WTA,2,NEUTRAL,FIELD,1,,,0.5,0.95,8.5,0.0,0.58,0.08,3.734391401869159,0.5,0.03000000000000003,3.547671831775701,?,0.95,0.524,OVER,distance,distance,C,,10676,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14599025,Aurora Zantedeschi,AURORA ZANTEDESCHI,1st Set Total Games,8.5,2026-09-09T04:30:00.000-04:00,Tennis,WTA / HARD,Goblin,10.0,,,14599025,247239,185652,Aurora Zantedeschi,8.5,Player,LINA GJORCHESKA,,,https://static.flashscore.com/res/image/data/0QC5dYDa-z9AWrQfb.png,,2026-09-08T09:45:28.658-04:00,2026-09-08T13:10:29-04:00,total_sets,0,,0,5160,WTA,offset_estimate,1,Weak,Weak,250,STALE_HISTORY,,,,,,,,,,,,,,,,,,,,,,hard,0,,,,,,,,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,250,250.0,0.0,WTA,2,NEUTRAL,FIELD,1,,,0.5,1.0,8.5,0.0,0.58,0.08,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.524,OVER,distance,distance,C,,5160,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14629256,Andrea Lazaro Garcia,ANDREA LAZARO GARCIA,1st Set Total Games,8.5,2026-09-09T08:00:00.000-04:00,Tennis,WTA / HARD,Goblin,10.0,,,14629256,238506,185854,Andrea Lazaro Garcia,8.5,Player,UNKNOWN_OPP,,,https://static.flashscore.com/res/image/data/OtX0s6jl-CxOiWxwJ.png,,2026-09-08T09:45:28.658-04:00,2026-09-08T13:10:29-04:00,total_sets,0,,0,4291,WTA,offset_estimate,1,N/A,N/A,N/A,STALE_HISTORY,,,,,,,,,,,,,,,,,,,,,,hard,0,,,,,,,,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,142,,,WTA,2,NEUTRAL,FIELD,1,,,0.5,1.0,8.5,0.0,0.58,0.08,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.524,OVER,distance,distance,C,,4291,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
14616797,Coco Gauff,COCO GAUFF,1st Set Total Games,8.5,2026-09-09T11:30:00.000-04:00,Tennis,WTA / HARD,Goblin,10.0,,,14616797,201229,185779,Coco Gauff,8.5,Player,MIRRA ANDREEVA,,,https://www.flashscore.com/res/image/data/UDnGEpDr-fa4Gaz3a.png,,2026-09-08T09:45:28.658-04:00,2026-09-08T13:10:29-04:00,total_sets,0,,0,3626,WTA,offset_estimate,1,Elite,Elite,5,STALE_HISTORY,,,0.6279834861859119,,,,,,,,,,,,,,,,,,,hard,0,3.26027397260274,7.205479452054795,0.6993628090812983,0.759493670886076,79.0,1.0,0.0,,,MISSING_STAT_VALUES,,,,,,,,,,,,,,,,,,,,,,,0,4,5.0,-1.0,WTA,2,NEUTRAL,ELITE,1,,,0.5,1.0,8.5,0.0,0.58,0.08,4.018975700934579,0.5,0.03000000000000003,3.81802691588785,?,0.95,0.524,OVER,distance,distance,C,,3626,0.0,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM,OVER,ml_prob_unified,0,
